target,probe,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,start_instructions.started,start_instructions.stopped,target_image.started,target_image.stopped,probe_image.started,probe_image.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,ISI.started,ISI.stopped,participant,session,date,expName,psychopyVersion,frameRate,
stimuli/Featural_Set/f15.tif,stimuli/Featural_Set/f15.tif,s,0,0,0,0,10.916555759991752,None,12.574936153978342,12.774977624998428,13.123253914993256,13.326768022991018,d,0,0.7870054419909138,13.27657123998506,None,0.7140231559751555,1.0140231559751556,m,001,2020_Sep_21_1613,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f24.tif,stimuli/Featural_Set/f15.tif,d,0,1,1,3,,,14.57704685497447,14.77684517999296,15.108534259983571,15.309886243980145,s,0,0.4779111690004356,15.277356075996067,None,0.701931841642363,1.001931841642363,m,001,2020_Sep_21_1613,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f142.tif,stimuli/Featural_Set/f131.tif,d,0,2,2,9,,,16.26070884699584,16.47593391299597,16.792013829981443,16.992668480001157,d,1,0.6090687219984829,16.959485398983816,None,0.7033474896743428,1.0033474896743428,m,001,2020_Sep_21_1613,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f24.tif,stimuli/Featural_Set/f24.tif,s,0,3,3,6,,,18.0776980019873,18.292732317990158,18.608778503985377,18.810084161988925,d,0,0.4415505339857191,18.777665683999658,None,0.7036749816907104,1.0036749816907105,m,001,2020_Sep_21_1613,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f142.tif,stimuli/Featural_Set/f24.tif,d,0,4,4,5,,,19.72601282998221,19.92587368498789,20.272725513001205,20.477433430001838,s,0,0.1924174689920619,20.42592655797489,None,0.7002040256629698,1.0002040256629698,m,001,2020_Sep_21_1613,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f142.tif,stimuli/Featural_Set/f15.tif,d,0,5,5,7,,,21.12606557397521,21.326070925977547,21.67271228999016,21.875660383986542,d,1,0.19457911199424416,21.827914124995004,None,0.7052161296887789,1.005216129688779,m,001,2020_Sep_21_1613,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f131.tif,stimuli/Featural_Set/f15.tif,d,0,6,6,4,,,22.527644984977087,22.742598867975175,23.059032344986917,23.25950980000198,s,0,0.3271220789756626,23.227795136976056,None,0.707162648672238,1.007162648672238,m,001,2020_Sep_21_1613,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f131.tif,stimuli/Featural_Set/f24.tif,d,0,7,7,2,,,24.05931343699922,24.259442254988244,24.606289981980808,24.811173686990514,d,1,0.7326114879979286,24.75933203200111,None,0.7052814476774074,1.0052814476774075,m,001,2020_Sep_21_1613,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f131.tif,stimuli/Featural_Set/f131.tif,s,0,8,8,8,,,25.992646967992187,26.194332504994236,26.525684269989142,26.727703563985415,d,0,0.5026716419961303,26.69428942599916,None,0.7050984956440516,1.0050984956440516,m,001,2020_Sep_21_1613,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f142.tif,stimuli/Featural_Set/f142.tif,s,0,9,9,1,,,27.70947341498686,27.909297764999792,28.256145179999294,28.459428125992417,d,0,0.7785926089854911,28.41134646598948,None,0.7000581436732318,1.0000581436732319,m,001,2020_Sep_21_1613,configural_featural,2020.2.4,None,
