target,probe,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,start_instructions.started,start_instructions.stopped,target_image.started,target_image.stopped,probe_image.started,probe_image.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,ISI.started,ISI.stopped,participant,session,date,expName,psychopyVersion,frameRate,
stimuli/Featural_Set/f142.tif,stimuli/Featural_Set/f131.tif,d,0,0,0,9,10.596864526014542,None,12.221593419002602,12.421589185018092,12.768867136008339,12.971607736020815,d,1,0.776188980002189,12.923383396002464,None,0.706131244340213,1.006131244340213,m,001,2020_Sep_20_2140,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f24.tif,stimuli/Featural_Set/f15.tif,d,0,1,1,3,,,14.205020007007988,14.406735248019686,14.752092434995575,14.955054299993208,d,1,0.4673200900142547,14.907026522996603,None,0.7022013006790075,1.0022013006790076,m,001,2020_Sep_20_2140,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f142.tif,stimuli/Featural_Set/f142.tif,s,0,2,2,1,,,15.905304963001981,16.107092096004635,16.4382538869977,16.63877440500073,s,1,0.2601410589995794,16.605422786000418,None,0.7154937226732727,1.0154937226732728,m,001,2020_Sep_20_2140,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f142.tif,stimuli/Featural_Set/f15.tif,d,0,3,3,7,,,17.37211494302028,17.572096298012184,17.91883837801288,18.12377410699264,d,1,0.28383892797864974,18.07210544301779,None,0.7033997546532191,1.0033997546532192,m,001,2020_Sep_20_2140,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f142.tif,stimuli/Featural_Set/f24.tif,d,0,4,4,5,,,18.855294520006282,19.059441968012834,19.388762018003035,19.589411255001323,s,0,0.21116212700144388,19.555035079014488,None,0.7058357646747027,1.0058357646747027,m,001,2020_Sep_20_2140,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f131.tif,stimuli/Featural_Set/f24.tif,d,0,5,5,2,,,20.271350443013944,20.472134148003533,20.818953094014432,21.02193386401632,d,1,0.3657732989813667,20.973622866993537,None,0.7050340426212642,1.0050340426212643,m,001,2020_Sep_20_2140,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f131.tif,stimuli/Featural_Set/f15.tif,d,0,6,6,4,,,21.840403640002478,22.03879706200678,22.385640901018633,22.588767009001458,d,1,1.117104005010333,22.540323257999262,None,0.7023175556678325,1.0023175556678325,m,001,2020_Sep_20_2140,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f15.tif,stimuli/Featural_Set/f15.tif,s,0,7,7,0,,,24.172061000019312,24.371980635012733,24.721558157005347,24.92183994600782,s,1,0.605363259994192,24.888993569999002,None,0.716856776678469,1.016856776678469,m,001,2020_Sep_20_2140,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f131.tif,stimuli/Featural_Set/f131.tif,s,0,8,8,8,,,26.02125883899862,26.223539872007677,26.554687391006155,26.75687522199587,s,1,0.8969104670104571,26.70515912101837,None,0.7160622436495032,1.0160622436495033,m,001,2020_Sep_20_2140,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f24.tif,stimuli/Featural_Set/f24.tif,s,0,9,9,6,,,28.105085076997057,28.305291571014095,28.652240102004725,28.85537577199284,s,1,0.7376200959843118,28.806831215013517,None,0.702847002656199,1.002847002656199,m,001,2020_Sep_20_2140,configural_featural,2020.2.4,None,
