start_instructions.started,start_instructions.stopped,target_image.started,target_image.stopped,fix_cross.started,fix_cross.stopped,probe_image.started,probe_image.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.443281169980764,None,11.684602852998069,11.88495652200072,11.8515138499788,12.151521813997533,12.151521813997533,12.3515366629872,s,3.998512688995106,12.3515366629872,None,m,001,2020_Sep_20_1956,configural_featural,2020.2.4,None,
