runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,feat_face_loop.thisRepN,feat_face_loop.thisTrialN,feat_face_loop.thisN,feat_face_loop.thisIndex,trialNum,face_instructions.started,face_instructions.stopped,start_exp_press.keys,start_exp_press.rt,start_exp_press.started,start_exp_press.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,20.49390450300416,None,space,1.4409701290132944,20.49390450300416,None,,,,,,,
