start_instructions.started,start_instructions.stopped,target_image.started,target_image.stopped,probe_image.started,probe_image.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,ISI.started,ISI.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.218201211013366,None,12.238997800013749,12.730678769003134,12.752625516994158,12.955664720997447,s,15.80143848300213,12.90740179902059,None,,,m,001,2020_Sep_20_1957,configural_featural,2020.2.4,None,
,,,,,,,,,,0.19977134067448787,0.49977134067448786,,,,,,,
