X Scale,Y Scale,hand_hold_resp.keys,hand_hold_resp.corr,hand_hold_resp.rt,fixpR1,prac_resp.keys,prac_resp.corr,prac_fix_resp.keys,prac_fix_resp.corr,prac_trials_run1.thisRepN,prac_trials_run1.thisTrialN,prac_trials_run1.thisN,prac_trials_run1.thisIndex,prac_trials_run1.ran,runID,imgID,stimLabel,imFile,corr,side,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_fix_resp.rt,prac_resp.rt,fixR1,fix_resp1_1.keys,trial_resp.keys,trial_resp.corr,trial_resp.rt,fix_resp_2.keys,trials_run1.thisRepN,trials_run1.thisTrialN,trials_run1.thisN,trials_run1.thisIndex,trials_run1.ran,fix_resp1_1.rt,fix_resp_2.rt,fixpR2,fix_respP2_1.keys,prac_trials_run2.thisRepN,prac_trials_run2.thisTrialN,prac_trials_run2.thisN,prac_trials_run2.thisIndex,prac_trials_run2.ran,fix_respP2_1.rt,fixR2,fix_resp2_1.keys,trials_run2.thisRepN,trials_run2.thisTrialN,trials_run2.thisN,trials_run2.thisIndex,trials_run2.ran,fix_resp2_1.rt,trials_run3.thisRepN,trials_run3.thisTrialN,trials_run3.thisN,trials_run3.thisIndex,trials_run3.ran,trials_run4.thisRepN,trials_run4.thisTrialN,trials_run4.thisN,trials_run4.thisIndex,trials_run4.ran
0.0558,0.0559,j,0,10.483495,0,,0,,1,0,0,0,0,1,1,8,smallSincon,Stimuli/HofS2.jpg,f,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,,0,,1,0,1,1,2,1,1,6,smallScongr,Stimuli/SofS2.jpg,f,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,,0,space,1,0,2,2,3,1,1,2,smallHcongr,Stimuli/HofH2.jpg,j,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,0.71053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,f,0,space,0,0,3,3,1,1,1,4,smallHincon,Stimuli/SofH2.jpg,j,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,2.50177,1.44888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,4,smallHincon,Stimuli/SofH2.jpg,j,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,,,0,,j,1,2.18705,,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,2,smallHcongr,Stimuli/HofH2.jpg,j,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,,,0,,j,1,4.25327,,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,6,smallScongr,Stimuli/SofS2.jpg,f,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,,,1,space,f,1,1.902695,,0,2,2,2,1,0.93058,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,8,smallSincon,Stimuli/HofS2.jpg,f,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,,,1,space,j,0,1.8701,,0,3,3,3,1,0.53237,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,8,smallSincon,Stimuli/HofS2.jpg,f,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,,,1,space,f,1,1.651035,,1,0,4,3,1,0.96628,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,4,smallHincon,Stimuli/SofH2.jpg,j,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,,,0,space,j,1,1.584175,,1,1,5,1,1,0.331725,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,2,smallHcongr,Stimuli/HofH2.jpg,j,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,,,0,space,f,0,1.71776,,1,2,6,0,1,0.393545,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,6,smallScongr,Stimuli/SofS2.jpg,f,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,,,0,space,f,1,6.105825,space,1,3,7,2,1,0.365995,1.502855,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,4,smallHincon,Stimuli/SofH2.jpg,j,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,,,0,space,f,0,1.85376,,2,0,8,1,1,0.360845,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,6,smallScongr,Stimuli/SofS2.jpg,f,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,,,0,space,f,1,1.648845,,2,1,9,2,1,0.32364,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,8,smallSincon,Stimuli/HofS2.jpg,f,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,,,0,space,j,0,2.4822,,2,2,10,3,1,0.334395,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,2,smallHcongr,Stimuli/HofH2.jpg,j,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,,,1,space,j,1,2.81812,space,2,3,11,0,1,0.435725,1.154875,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,2,smallHcongr,Stimuli/HofH2.jpg,j,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,,,0,space,j,1,1.135795,,3,0,12,0,1,0.3532,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,8,smallSincon,Stimuli/HofS2.jpg,f,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,,,0,space,j,0,1.103505,,3,1,13,3,1,0.60363,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,6,smallScongr,Stimuli/SofS2.jpg,f,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,,,0,space,f,1,1.95728,,3,2,14,2,1,0.433035,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,4,smallHincon,Stimuli/SofH2.jpg,j,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,,,0,space,f,0,2.81131,,3,3,15,1,1,0.31617,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,6,smallScongr,Stimuli/SofS2.jpg,f,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,,,1,space,f,1,2.452975,,4,0,16,2,1,0.373005,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,2,smallHcongr,Stimuli/HofH2.jpg,j,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,,,0,space,j,1,1.75519,,4,1,17,0,1,0.349945,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,8,smallSincon,Stimuli/HofS2.jpg,f,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,,,0,space,f,1,1.63148,,4,2,18,3,1,0.34003,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,4,smallHincon,Stimuli/SofH2.jpg,j,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,,,0,space,f,0,2.166925,,4,3,19,1,1,0.33633,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,6,smallScongr,Stimuli/SofS2.jpg,f,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,,,0,space,f,1,2.15681,,5,0,20,2,1,0.30274,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,4,smallHincon,Stimuli/SofH2.jpg,j,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,,,1,space,j,1,4.28209,,5,1,21,1,1,0.45148,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,8,smallSincon,Stimuli/HofS2.jpg,f,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,,,0,space,j,0,3.22293,space,5,2,22,3,1,0.322525,2.50197,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,2,smallHcongr,Stimuli/HofH2.jpg,j,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,,,0,space,j,1,2.83632,,5,3,23,0,1,0.422605,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f,1,4.700525,,,0,,1,,,,,,2,8,largeSincon,Stimuli/SofH2.jpg,f,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,0,,0,0,0,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,j,1,space,1,,,,,,2,4,largeHincon,Stimuli/HofS2.jpg,j,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,3.06624,2.746075,,,,,,,,,,,,,,1,space,0,1,1,2,1,1.213755,,,,,,,,,,,,,,,,,,
,,,,,,j,1,space,0,,,,,,2,2,largeHcongr,Stimuli/HofH2.jpg,j,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,2.14239,1.83301,,,,,,,,,,,,,,0,,0,2,2,3,1,,,,,,,,,,,,,,,,,,,
,,,,,,,0,,1,,,,,,2,6,largeScongr,Stimuli/SofS2.jpg,f,right,dt,4,3,2020-12-01_15h30.39.378,global_local,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,0,,0,3,3,0,1,,,,,,,,,,,,,,,,,,,
