X Scale,Y Scale,hand_hold_resp.keys,hand_hold_resp.corr,hand_hold_resp.rt,fixpR1,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,prac_trials_run1.thisRepN,prac_trials_run1.thisTrialN,prac_trials_run1.thisN,prac_trials_run1.thisIndex,prac_trials_run1.ran,runID,imgID,stimLabel,imFile,corr,side,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_fix_resp.rt,fixR1,fix_resp1_1.keys,trial_resp.keys,trial_resp.corr,trial_resp.rt,fix_resp_2.keys,trials_run1.thisRepN,trials_run1.thisTrialN,trials_run1.thisN,trials_run1.thisIndex,trials_run1.ran,fix_resp_2.rt,fix_resp1_1.rt,fixpR2,fix_respP2_1.keys,prac_trials_run2.thisRepN,prac_trials_run2.thisTrialN,prac_trials_run2.thisN,prac_trials_run2.thisIndex,prac_trials_run2.ran,fixR2,fix_resp2_1.keys,trials_run2.thisRepN,trials_run2.thisTrialN,trials_run2.thisN,trials_run2.thisIndex,trials_run2.ran,fix_resp2_1.rt
,,,,,,,,,,,,,,,,1,3,smallHincon,Stimuli/SofH2.jpg,f,left,nb,1,1,2020-11-20_14h34.11.055,global_local,2020.2.4,MacIntel,60,1280,800,,1,,f,1,1.76242,space,6,2,26,1,1,1.74895,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,5,smallScongr,Stimuli/SofS2.jpg,j,left,nb,1,1,2020-11-20_14h34.11.055,global_local,2020.2.4,MacIntel,60,1280,800,,0,,j,1,1.58129,,6,3,27,2,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,7,smallSincon,Stimuli/HofS2.jpg,j,left,nb,1,1,2020-11-20_14h34.11.055,global_local,2020.2.4,MacIntel,60,1280,800,,0,,j,1,0.982305,,7,0,28,3,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,1,smallHcongr,Stimuli/HofH2.jpg,f,left,nb,1,1,2020-11-20_14h34.11.055,global_local,2020.2.4,MacIntel,60,1280,800,,0,,f,1,0.893935,,7,1,29,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,5,smallScongr,Stimuli/SofS2.jpg,j,left,nb,1,1,2020-11-20_14h34.11.055,global_local,2020.2.4,MacIntel,60,1280,800,,0,,j,1,1.842965,,7,2,30,2,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,3,smallHincon,Stimuli/SofH2.jpg,f,left,nb,1,1,2020-11-20_14h34.11.055,global_local,2020.2.4,MacIntel,60,1280,800,,0,,f,1,1.407875,,7,3,31,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,1,smallHcongr,Stimuli/HofH2.jpg,f,left,nb,1,1,2020-11-20_14h34.11.055,global_local,2020.2.4,MacIntel,60,1280,800,,0,,f,1,1.92624,,8,0,32,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,3,smallHincon,Stimuli/SofH2.jpg,f,left,nb,1,1,2020-11-20_14h34.11.055,global_local,2020.2.4,MacIntel,60,1280,800,,0,,f,1,2.298655,,8,1,33,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,5,smallScongr,Stimuli/SofS2.jpg,j,left,nb,1,1,2020-11-20_14h34.11.055,global_local,2020.2.4,MacIntel,60,1280,800,,1,,j,1,0.99023,,8,2,34,2,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,7,smallSincon,Stimuli/HofS2.jpg,j,left,nb,1,1,2020-11-20_14h34.11.055,global_local,2020.2.4,MacIntel,60,1280,800,,0,space,j,1,1.459075,,8,3,35,3,1,,0.096865,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,1,smallHcongr,Stimuli/HofH2.jpg,f,left,nb,1,1,2020-11-20_14h34.11.055,global_local,2020.2.4,MacIntel,60,1280,800,,1,,f,1,1.499925,space,9,0,36,0,1,1.48406,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,7,smallSincon,Stimuli/HofS2.jpg,j,left,nb,1,1,2020-11-20_14h34.11.055,global_local,2020.2.4,MacIntel,60,1280,800,,0,,j,1,1.31236,,9,1,37,3,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,5,smallScongr,Stimuli/SofS2.jpg,j,left,nb,1,1,2020-11-20_14h34.11.055,global_local,2020.2.4,MacIntel,60,1280,800,,1,,j,1,1.232545,space,9,2,38,2,1,1.231895,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,3,smallHincon,Stimuli/SofH2.jpg,f,left,nb,1,1,2020-11-20_14h34.11.055,global_local,2020.2.4,MacIntel,60,1280,800,,0,,f,1,2.197615,,9,3,39,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,5,smallScongr,Stimuli/SofS2.jpg,j,left,nb,1,1,2020-11-20_14h34.11.055,global_local,2020.2.4,MacIntel,60,1280,800,,0,,j,1,3.95837,,10,0,40,2,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,1,smallHcongr,Stimuli/HofH2.jpg,f,left,nb,1,1,2020-11-20_14h34.11.055,global_local,2020.2.4,MacIntel,60,1280,800,,0,,f,1,2.664455,,10,1,41,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,3,smallHincon,Stimuli/SofH2.jpg,f,left,nb,1,1,2020-11-20_14h34.11.055,global_local,2020.2.4,MacIntel,60,1280,800,,0,,f,1,0.88383,,10,2,42,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,7,smallSincon,Stimuli/HofS2.jpg,j,left,nb,1,1,2020-11-20_14h34.11.055,global_local,2020.2.4,MacIntel,60,1280,800,,0,,j,1,1.676865,,10,3,43,3,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,1,smallHcongr,Stimuli/HofH2.jpg,f,left,nb,1,1,2020-11-20_14h34.11.055,global_local,2020.2.4,MacIntel,60,1280,800,,0,,f,1,0.834805,,11,0,44,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,3,smallHincon,Stimuli/SofH2.jpg,f,left,nb,1,1,2020-11-20_14h34.11.055,global_local,2020.2.4,MacIntel,60,1280,800,,0,,f,1,1.91063,,11,1,45,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,7,smallSincon,Stimuli/HofS2.jpg,j,left,nb,1,1,2020-11-20_14h34.11.055,global_local,2020.2.4,MacIntel,60,1280,800,,0,,j,1,0.67483,,11,2,46,3,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,5,smallScongr,Stimuli/SofS2.jpg,j,left,nb,1,1,2020-11-20_14h34.11.055,global_local,2020.2.4,MacIntel,60,1280,800,,0,,j,1,1.59656,,11,3,47,2,1,,,,,,,,,,,,,,,,,
,,f,0,3.62131,,j,1,1.352455,,1,,,,,,2,7,largeSincon,Stimuli/SofH2.jpg,j,left,nb,1,1,2020-11-20_14h34.11.055,global_local,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,0,,0,0,0,3,1,,,,,,,,
,,,,,,j,1,1.21204,space,1,,,,,,2,5,largeScongr,Stimuli/SofS2.jpg,j,left,nb,1,1,2020-11-20_14h34.11.055,global_local,2020.2.4,MacIntel,60,1280,800,1.212705,,,,,,,,,,,,,,1,,0,1,1,0,1,,,,,,,,
,,,,,,f,1,2.632375,,1,,,,,,2,1,largeHcongr,Stimuli/HofH2.jpg,f,left,nb,1,1,2020-11-20_14h34.11.055,global_local,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,0,,0,2,2,1,1,,,,,,,,
,,,,,,f,1,3.280945,,1,,,,,,2,3,largeHincon,Stimuli/HofS2.jpg,f,left,nb,1,1,2020-11-20_14h34.11.055,global_local,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,0,,0,3,3,2,1,,,,,,,,
,,,,,,,,,,,,,,,,2,3,largeHincon,Stimuli/HofS2.jpg,f,left,nb,1,1,2020-11-20_14h34.11.055,global_local,2020.2.4,MacIntel,60,1280,800,,,,f,1,2.081665,,,,,,,,,,,,,,,,0,,0,0,0,1,1,
,,,,,,,,,,,,,,,,2,5,largeScongr,Stimuli/SofS2.jpg,j,left,nb,1,1,2020-11-20_14h34.11.055,global_local,2020.2.4,MacIntel,60,1280,800,,,,j,1,2.19812,space,,,,,,2.19858,,,,,,,,,0,,0,1,1,2,1,
