X Scale,Y Scale,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,key_resp_10.keys,key_resp_10.corr,key_resp_13.keys,key_resp_13.corr,key_resp_13.rt,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials.ran,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_fix_resp.rt,fix_switches,side,trial_type1S0D,target,probe,key_resp_3.keys,key_resp_4.keys,key_resp_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_6.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp_6.rt,key_resp_5.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block_type,instruction_text,key_resp_4.rt
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/eimd.png,Stimuli/eimd.png,,,,f,1,0.433485,,15,0,15,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/eimd.png,Stimuli/eumu.png,,,,f,0,0.36747,,16,0,16,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/edmd.png,Stimuli/eimd.png,,,,j,1,0.2852,,17,0,17,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/edmd.png,Stimuli/edmd.png,,,,j,0,1.101645,,18,0,18,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/eimd.png,Stimuli/eimd.png,,,,j,0,0.812295,,19,0,19,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/edmd.png,Stimuli/eimd.png,,,,f,0,0.678155,,20,0,20,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/eimd.png,Stimuli/edmd.png,,,,f,0,0.31841,,21,0,21,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,0.20374688,0,Stimuli/edmd.png,Stimuli/eomu.png,,,,j,1,4.00059,space,22,0,22,0,1,0.40004,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/eumu.png,Stimuli/eumu.png,,,,f,1,0.63574,,23,0,23,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/edmd.png,Stimuli/edmd.png,,,,f,1,0.302305,,24,0,24,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/edmd.png,Stimuli/eomu.png,,,,f,0,0.498215,,25,0,25,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/eumu.png,Stimuli/edmd.png,,,,f,0,0.685085,,26,0,26,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/eumu.png,Stimuli/eumu.png,,,,f,1,0.454255,,27,0,27,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/eumu.png,Stimuli/eomu.png,,,,f,0,0.32704,,28,0,28,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/eomu.png,Stimuli/eomu.png,,,,f,1,0.48722,,29,0,29,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,-0.20374688,0,Stimuli/edmd.png,Stimuli/eumu.png,,,space,f,0,6.46386,space,30,0,30,0,1,5.8998,0.16697,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/eomu.png,Stimuli/eomu.png,,,,f,1,0.52823,,31,0,31,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/eomu.png,Stimuli/eimd.png,,,,f,0,0.1284,,32,0,32,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/edmd.png,Stimuli/edmd.png,,,,f,1,0.63455,,33,0,33,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/eomu.png,Stimuli/eomu.png,,,,f,1,0.367445,,34,0,34,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/eimd.png,Stimuli/edmd.png,,,,f,0,0.294455,,35,0,35,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/eomu.png,Stimuli/edmd.png,,,,f,0,0.234375,,36,0,36,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/eimd.png,Stimuli/eomu.png,,,,j,1,0.60078,,37,0,37,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/eumu.png,Stimuli/eomu.png,,,,f,0,0.65086,,38,0,38,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,-0.20374688,1,Stimuli/edmd.png,Stimuli/edmd.png,,,space,f,1,0.734775,,39,0,39,0,1,,0.11895,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,0.20374688,1,Stimuli/eimd.png,Stimuli/eimd.png,,,,f,1,0.684295,,40,0,40,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/eumu.png,Stimuli/eumu.png,,,,f,1,0.418375,,41,0,41,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,0.20374688,0,Stimuli/eomu.png,Stimuli/eimd.png,,,,f,0,1.13374,,42,0,42,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/eomu.png,Stimuli/eomu.png,,,,j,0,0.552935,,43,0,43,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/eomu.png,Stimuli/eumu.png,,,,j,1,0.53676,,44,0,44,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/eomu.png,Stimuli/eumu.png,,,,f,0,0.36682,,45,0,45,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/eimd.png,Stimuli/eimd.png,,,,f,1,0.499355,,46,0,46,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/eumu.png,Stimuli/eumu.png,,,,f,1,0.534565,,47,0,47,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,conf_face,Designs/instructions_face_1234.png,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,,,,f,1,1.135815,,0,0,0,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,f,1,0.550595,,1,0,1,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H8sim0.png,Stimuli/H5sim0.png,,,,j,1,0.48427,,2,0,2,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,-0.20374688,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,f,1,0.78547,space,3,0,3,0,1,0.21851,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H8sim0.png,Stimuli/H6sim0.png,,,,j,1,0.401445,,4,0,4,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H8sim0.png,Stimuli/H7sim0.png,,,,j,1,0.483195,,5,0,5,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H6sim0.png,Stimuli/H5sim0.png,,,,j,1,0.700645,,6,0,6,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,,,,f,1,0.52774,,7,0,7,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H6sim0.png,Stimuli/H8sim0.png,,,,f,0,0.58426,,8,0,8,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,,,,f,1,0.320575,,9,0,9,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H5sim0.png,Stimuli/H8sim0.png,,,,f,0,0.55064,,10,0,10,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,,,,f,1,0.284465,,11,0,11,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H7sim0.png,Stimuli/H8sim0.png,,,,j,1,0.500625,,12,0,12,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,,,,f,1,0.50067,,13,0,13,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H7sim0.png,Stimuli/H8sim0.png,,,,j,1,0.493615,,14,0,14,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,,,,j,0,0.696255,,15,0,15,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,0.20374688,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,j,0,0.984425,,16,0,16,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H5sim0.png,Stimuli/H6sim0.png,,,,j,1,0.51732,,17,0,17,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H6sim0.png,Stimuli/H5sim0.png,,,,j,1,0.21344,,18,0,18,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H8sim0.png,Stimuli/H6sim0.png,,,,j,1,0.54992,,19,0,19,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H8sim0.png,Stimuli/H7sim0.png,,,,j,1,0.434175,,20,0,20,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,-0.20374688,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,,,,j,0,1.937775,space,21,0,21,0,1,0.9518,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,,,,f,1,0.433335,,22,0,22,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,0.20374688,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,,,,f,1,0.65168,,23,0,23,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,,,,f,1,0.550235,,24,0,24,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H5sim0.png,Stimuli/H6sim0.png,,,,f,0,0.38428,,25,0,25,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,,,,f,1,0.347795,,26,0,26,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H7sim0.png,Stimuli/H6sim0.png,,,,f,0,0.617215,,27,0,27,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,-0.20374688,0,Stimuli/H8sim0.png,Stimuli/H5sim0.png,,,,j,1,0.90044,space,28,0,28,0,1,0.04765,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,f,1,0.7016,,29,0,29,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H7sim0.png,Stimuli/H6sim0.png,,,,j,1,0.55041,,30,0,30,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H5sim0.png,Stimuli/H7sim0.png,,,,j,1,0.47019,,31,0,31,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H5sim0.png,Stimuli/H8sim0.png,,,,j,1,0.90137,,32,0,32,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,,,,f,1,0.334165,,33,0,33,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,f,1,0.885885,,34,0,34,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,,,,f,1,0.49606,,35,0,35,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,,,,j,0,0.6373,,36,0,36,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,f,1,0.585245,,37,0,37,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H7sim0.png,Stimuli/H5sim0.png,,,,j,1,0.55003,,38,0,38,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H7sim0.png,Stimuli/H5sim0.png,,,,j,1,0.883575,,39,0,39,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,,,,f,1,0.51857,,40,0,40,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,-0.20374688,0,Stimuli/H6sim0.png,Stimuli/H7sim0.png,,,space,f,0,0.930075,space,41,0,41,0,1,0.688705,0.088475,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,,,,f,1,0.796965,,42,0,42,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H6sim0.png,Stimuli/H8sim0.png,,,,f,0,0.49895,,43,0,43,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,,,,f,1,0.567015,,44,0,44,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H5sim0.png,Stimuli/H7sim0.png,,,,j,1,0.534595,,45,0,45,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,,,,f,1,2.11107,space,46,0,46,0,1,1.5266,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H6sim0.png,Stimuli/H7sim0.png,,,,f,0,0.628875,,47,0,47,0,1,,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,,,1,0,4,0,1,feat_haus,Designs/instructions_haus_1234.png,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/f142.png,Stimuli/f24.png,,,,j,1,1.311495,,0,0,0,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/f142.png,Stimuli/f131.png,,,,j,1,1.38452,,1,0,1,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/f131.png,Stimuli/f142.png,,,,f,0,0.526905,,2,0,2,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,1,0.734555,,3,0,3,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/f24.png,Stimuli/f24.png,,,,f,1,0.683465,,4,0,4,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/f24.png,Stimuli/f24.png,,,,f,1,0.51537,,5,0,5,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/f142.png,Stimuli/f142.png,,,,f,1,0.600505,,6,0,6,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/f142.png,Stimuli/f15.png,,,,j,1,0.481505,,7,0,7,0,1,,,,,,,,feat_face,,
