X Scale,Y Scale,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,key_resp_10.keys,key_resp_10.corr,key_resp_13.keys,key_resp_13.corr,key_resp_13.rt,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials.ran,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_fix_resp.rt,fix_switches,side,trial_type1S0D,target,probe,key_resp_3.keys,key_resp_4.keys,key_resp_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_6.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp_6.rt,key_resp_5.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block_type,instruction_text,key_resp_4.rt
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,1,0.50075,,23,0,23,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/f24.png,Stimuli/f131.png,,,,f,0,0.36759,,24,0,24,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/f24.png,Stimuli/f24.png,,,,f,1,0.43473,,25,0,25,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/f24.png,Stimuli/f24.png,,,,f,1,0.818655,,26,0,26,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/f131.png,Stimuli/f131.png,,,,f,1,0.435255,,27,0,27,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/f142.png,Stimuli/f15.png,,,,f,0,0.800615,,28,0,28,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,-0.20374688,0,Stimuli/f24.png,Stimuli/f142.png,,,space,f,0,0.6667,,29,0,29,0,1,,0.146825,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/f131.png,Stimuli/f15.png,,,,j,1,0.59993,,30,0,30,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/f142.png,Stimuli/f142.png,,,,f,1,0.585055,,31,0,31,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/f131.png,Stimuli/f142.png,,,,f,0,0.367165,,32,0,32,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/f15.png,Stimuli/f131.png,,,,f,0,0.17978,,33,0,33,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,0.20374688,1,Stimuli/f142.png,Stimuli/f142.png,,,,f,1,0.5174,space,34,0,34,0,1,0.06517,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/f131.png,Stimuli/f131.png,,,,f,1,0.25075,,35,0,35,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,-0.20374688,1,Stimuli/f142.png,Stimuli/f142.png,,,,f,1,0.48336,space,36,0,36,0,1,0.184565,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/f24.png,Stimuli/f142.png,,,,f,0,0.35152,,37,0,37,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/f24.png,Stimuli/f24.png,,,,f,1,0.40072,,38,0,38,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/f15.png,Stimuli/f24.png,,,,f,0,0.433455,,39,0,39,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/f131.png,Stimuli/f131.png,,,,f,1,0.26705,,40,0,40,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/f131.png,Stimuli/f24.png,,,,f,0,0.26043,,41,0,41,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/f131.png,Stimuli/f24.png,,,,f,0,0.26808,,42,0,42,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,1,0.377845,,43,0,43,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/f142.png,Stimuli/f131.png,,,,f,0,0.2777,,44,0,44,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,1,0.353455,,45,0,45,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/f24.png,Stimuli/f24.png,,,,f,1,0.68407,,46,0,46,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/f24.png,Stimuli/f15.png,,,,f,0,0.468625,,47,0,47,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,feat_face,Designs/instructions_face_1234.png,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,,f,1,0.50054,,0,0,0,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H-8sim2.png,Stimuli/H-8sim3.png,,,,f,0,0.293625,,1,0,1,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H-8sim3.png,Stimuli/H-8sim0.png,,,,j,1,0.49623,,2,0,2,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H-8sim0.png,Stimuli/H-8sim3.png,,,,f,0,0.570925,,3,0,3,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,f,1,0.501315,,4,0,4,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,,,,f,1,0.702425,,5,0,5,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H-8sim1.png,Stimuli/H-8sim2.png,,,,f,0,0.65058,,6,0,6,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,f,1,0.401275,,7,0,7,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,,,,f,1,0.47783,,8,0,8,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H-8sim2.png,Stimuli/H-8sim1.png,,,,f,0,0.431325,,9,0,9,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,,,,f,1,0.51743,,10,0,10,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H-8sim2.png,Stimuli/H-8sim1.png,,,,f,0,0.686555,,11,0,11,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,0.20374688,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,,,,f,1,5.97687,space,12,0,12,0,1,5.351105,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H-8sim3.png,Stimuli/H-8sim1.png,,,,j,1,0.46771,,13,0,13,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,,f,1,0.518035,,14,0,14,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H-8sim1.png,Stimuli/H-8sim0.png,,,,j,1,0.46341,,15,0,15,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,f,1,0.518695,,16,0,16,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H-8sim1.png,Stimuli/H-8sim0.png,,,,j,1,0.401665,,17,0,17,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H-8sim3.png,Stimuli/H-8sim2.png,,,,j,1,1.83276,,18,0,18,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,,,,f,1,0.983145,,19,0,19,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H-8sim0.png,Stimuli/H-8sim2.png,,,,j,1,0.499105,,20,0,20,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H-8sim1.png,Stimuli/H-8sim3.png,,,,f,0,0.684445,,21,0,21,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,,,,f,1,0.33424,,22,0,22,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,0.20374688,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,,f,1,0.4189,,23,0,23,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,space,f,1,0.83447,,24,0,24,0,1,,0.134025,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H-8sim3.png,Stimuli/H-8sim0.png,,,,j,1,0.468215,,25,0,25,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H-8sim1.png,Stimuli/H-8sim3.png,,,,j,1,0.676995,,26,0,26,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,,,,f,1,0.467865,,27,0,27,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,,f,1,1.49905,,28,0,28,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H-8sim1.png,Stimuli/H-8sim2.png,,,,f,0,0.80035,,29,0,29,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H-8sim0.png,Stimuli/H-8sim1.png,,,,f,0,0.718285,,30,0,30,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,-0.20374688,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,j,0,0.767125,space,31,0,31,0,1,0.244895,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,,,,f,1,0.417455,,32,0,32,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H-8sim3.png,Stimuli/H-8sim1.png,,,,j,1,0.634175,,33,0,33,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H-8sim2.png,Stimuli/H-8sim0.png,,,,j,1,0.634705,,34,0,34,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,-0.20374688,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,,,space,f,1,2.81048,space,35,0,35,0,1,0.93319,0.030845,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,,f,1,0.434495,,36,0,36,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,-0.20374688,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,f,1,0.812575,,37,0,37,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H-8sim2.png,Stimuli/H-8sim3.png,,,,j,1,0.630535,,38,0,38,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H-8sim3.png,Stimuli/H-8sim2.png,,,,j,1,0.24804,,39,0,39,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H-8sim0.png,Stimuli/H-8sim1.png,,,,j,1,0.982265,,40,0,40,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,,,,j,0,0.483925,,41,0,41,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H-8sim2.png,Stimuli/H-8sim0.png,,,,j,1,0.2933,,42,0,42,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,,,,j,0,0.449305,,43,0,43,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,-0.20374688,0,Stimuli/H-8sim0.png,Stimuli/H-8sim2.png,,,,f,0,0.65113,space,44,0,44,0,1,0.135035,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,,,,f,1,0.33403,,45,0,45,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,f,1,0.60018,,46,0,46,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H-8sim0.png,Stimuli/H-8sim3.png,,,,j,1,0.18465,,47,0,47,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,conf_haus,Designs/instructions_haus_1234.png,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/edmd.png,Stimuli/edmd.png,,,,f,1,0.80071,,0,0,0,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/eumu.png,Stimuli/eimd.png,,,,f,0,0.60119,,1,0,1,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/eomu.png,Stimuli/eomu.png,,,,j,0,0.410135,,2,0,2,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/eomu.png,Stimuli/eomu.png,,,,f,1,1.38411,,3,0,3,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/eumu.png,Stimuli/eimd.png,,,,f,0,0.500425,,4,0,4,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,0.20374688,0,Stimuli/eimd.png,Stimuli/eumu.png,,,space,f,0,0.567725,,5,0,5,0,1,,0.16037,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/edmd.png,Stimuli/edmd.png,,,,j,0,0.718405,,6,0,6,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/edmd.png,Stimuli/eumu.png,,,,f,0,0.586245,,7,0,7,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/eomu.png,Stimuli/edmd.png,,,,f,0,0.268455,,8,0,8,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/eumu.png,Stimuli/eumu.png,,,,f,1,0.63408,,9,0,9,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/eimd.png,Stimuli/eomu.png,,,,f,0,0.418725,,10,0,10,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/eimd.png,Stimuli/eimd.png,,,,f,1,0.451225,,11,0,11,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/eumu.png,Stimuli/edmd.png,,,,f,0,0.511215,,12,0,12,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/eimd.png,Stimuli/eimd.png,,,,f,1,0.429155,,13,0,13,0,1,,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/eumu.png,Stimuli/eumu.png,,,,f,1,0.335145,,14,0,14,0,1,,,,,,,,conf_face,,
