X Scale,Y Scale,key_resp_10.keys,key_resp_10.rt,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac2_fixResp.keys,prePrac2_fixResp.corr,prePrac2_imgResp.keys,prePrac2_imgResp.corr,prePrac2_imgResp.rt,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,pTrials_slow.thisRepN,pTrials_slow.thisTrialN,pTrials_slow.thisN,pTrials_slow.thisIndex,pTrials_slow.ran,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_fix_resp_fast.keys,prac_fix_resp_fast.corr,prac_resp2.keys,prac_resp2.corr,prac_resp2.rt,pTrials_fast.thisRepN,pTrials_fast.thisTrialN,pTrials_fast.thisN,pTrials_fast.thisIndex,pTrials_fast.ran,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials.ran,prac_fix_resp_fast.rt,fix_switches,side,trial_type1S0D,target,probe,block_type,key_resp.keys,key_resp.corr,key_resp.rt,fix_resp.keys,fix_resp.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Block_type,instruction_text,fix_resp.rt
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,0,Stimuli/H-8sim3.png,Stimuli/H-8sim2.png,conf_haus,j,1,1.48485,,0,3,0,3,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,conf_haus,j,0,1.61526,,1,4,0,4,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/H-8sim2.png,Stimuli/H-8sim1.png,conf_haus,j,1,3.951895,,1,5,0,5,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,conf_haus,f,1,1.433825,,1,6,0,6,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,conf_haus,j,0,1.730805,,0,7,0,7,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,conf_haus,f,1,1.53095,space,0,8,0,8,0,1,,,,,,,,0.510625
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/H-8sim0.png,Stimuli/H-8sim2.png,conf_haus,j,1,1.342825,,1,9,0,9,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/H-8sim0.png,Stimuli/H-8sim3.png,conf_haus,j,1,1.43948,,1,10,0,10,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,0,Stimuli/H-8sim0.png,Stimuli/H-8sim1.png,conf_haus,j,1,1.34182,,0,11,0,11,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/H-8sim2.png,Stimuli/H-8sim3.png,conf_haus,j,1,2.07993,space,0,12,0,12,0,1,,,,,,,,0.333
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,0,Stimuli/H-8sim1.png,Stimuli/H-8sim2.png,conf_haus,f,0,3.709525,,0,13,0,13,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,conf_haus,f,1,1.87016,,1,14,0,14,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,conf_haus,f,1,1.57627,,1,15,0,15,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,0,Stimuli/H-8sim1.png,Stimuli/H-8sim3.png,conf_haus,j,1,1.671405,,0,16,0,16,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,conf_haus,f,1,1.429905,space,0,17,0,17,0,1,,,,,,,,0.54589
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,conf_haus,j,0,1.584165,,1,18,0,18,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,conf_haus,f,1,1.35845,,1,19,0,19,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,0,Stimuli/H-8sim3.png,Stimuli/H-8sim1.png,conf_haus,j,1,1.589795,,0,20,0,20,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/H-8sim1.png,Stimuli/H-8sim0.png,conf_haus,j,1,1.337805,space,0,21,0,21,0,1,,,,,,,,0.367815
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,conf_haus,j,0,1.587725,,1,22,0,22,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/H-8sim3.png,Stimuli/H-8sim0.png,conf_haus,j,1,1.183555,,1,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,1,conf_haus,Designs/instructions_haus_1234.png,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,f,1,1.60962,,1,0,0,0,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/f24.png,Stimuli/f131.png,feat_face,f,0,3.20323,,1,1,0,1,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,0,Stimuli/f24.png,Stimuli/f142.png,feat_face,j,1,1.329905,space,1,2,0,2,0,1,,,,,,,,1.086165
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,f,1,1.76665,,1,3,0,3,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,f,1,0.91348,space,0,4,0,4,0,1,,,,,,,,0.32363
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/f15.png,Stimuli/f131.png,feat_face,j,1,1.861815,,1,5,0,5,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,j,0,5.53272,,1,6,0,6,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,0,Stimuli/f131.png,Stimuli/f15.png,feat_face,j,1,3.24997,,0,7,0,7,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/f15.png,Stimuli/f24.png,feat_face,j,1,2.010795,space,0,8,0,8,0,1,,,,,,,,0.39147
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,f,1,1.855315,,1,9,0,9,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,f,1,1.536975,,1,10,0,10,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,0,Stimuli/f131.png,Stimuli/f24.png,feat_face,j,1,1.411275,,0,11,0,11,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,f,1,1.81884,,1,12,0,12,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,0,Stimuli/f15.png,Stimuli/f142.png,feat_face,j,1,1.631985,,0,13,0,13,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/f142.png,Stimuli/f15.png,feat_face,j,1,1.093415,,1,14,0,14,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,f,1,1.805745,,1,15,0,15,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/f142.png,Stimuli/f24.png,feat_face,j,1,1.75709,,1,16,0,16,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,f,1,1.482435,,0,17,0,17,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/f24.png,Stimuli/f15.png,feat_face,j,1,1.3739,,1,18,0,18,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,f,1,1.43775,,1,19,0,19,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,f,1,1.345905,,1,20,0,20,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,f,1,1.56698,,0,21,0,21,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/f142.png,Stimuli/f131.png,feat_face,j,1,1.378135,space,0,22,0,22,0,1,,,,,,,,0.337815
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/f131.png,Stimuli/f142.png,feat_face,j,1,1.90187,,1,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,2,1,feat_face,Designs/instructions_face_1234.png,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/H6sim0.png,Stimuli/H5sim0.png,feat_haus,f,0,3.24294,,1,0,0,0,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/H5sim0.png,Stimuli/H8sim0.png,feat_haus,j,1,1.46845,,1,1,0,1,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,f,1,1.381535,,1,2,0,2,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,f,1,1.548975,,1,3,0,3,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,feat_haus,f,1,2.249375,,0,4,0,4,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/H5sim0.png,Stimuli/H7sim0.png,feat_haus,j,1,1.544735,space,0,5,0,5,0,1,,,,,,,,0.921345
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,f,1,1.723225,,1,6,0,6,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,0,Stimuli/H8sim0.png,Stimuli/H7sim0.png,feat_haus,j,1,1.316265,,0,7,0,7,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/H5sim0.png,Stimuli/H6sim0.png,feat_haus,j,1,1.63463,,1,8,0,8,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,f,1,1.522105,,0,9,0,9,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/H7sim0.png,Stimuli/H5sim0.png,feat_haus,j,1,1.51233,,1,10,0,10,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,feat_haus,f,1,1.658605,,1,11,0,11,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/H8sim0.png,Stimuli/H6sim0.png,feat_haus,j,1,1.273245,,1,12,0,12,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,j,0,1.98434,,1,13,0,13,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,f,1,1.49353,,0,14,0,14,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,feat_haus,f,1,1.412715,space,0,15,0,15,0,1,,,,,,,,0.864695
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,0,Stimuli/H7sim0.png,Stimuli/H8sim0.png,feat_haus,j,1,1.565505,space,1,16,0,16,0,1,,,,,,,,1.599225
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/H8sim0.png,Stimuli/H5sim0.png,feat_haus,j,1,1.646565,space,0,17,0,17,0,1,,,,,,,,0.262295
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,f,1,1.53693,,1,18,0,18,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/H6sim0.png,Stimuli/H7sim0.png,feat_haus,j,1,1.39481,,1,19,0,19,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,f,1,1.55972,,1,20,0,20,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,f,1,1.620135,,0,21,0,21,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/H7sim0.png,Stimuli/H6sim0.png,feat_haus,j,1,1.3179,space,0,22,0,22,0,1,,,,,,,,0.32309
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/H6sim0.png,Stimuli/H8sim0.png,feat_haus,f,0,1.45659,space,0,23,0,23,0,1,,,,,,,,0.666015
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,3,1,feat_haus,Designs/instructions_haus_1234.png,
