X Scale,Y Scale,key_resp_10.keys,key_resp_10.rt,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac2_fixResp.keys,prePrac2_fixResp.corr,prePrac2_imgResp.keys,prePrac2_imgResp.corr,prePrac2_imgResp.rt,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,pTrials_slow.thisRepN,pTrials_slow.thisTrialN,pTrials_slow.thisN,pTrials_slow.thisIndex,pTrials_slow.ran,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_fix_resp_fast.keys,prac_fix_resp_fast.corr,prac_resp2.keys,prac_resp2.corr,prac_resp2.rt,pTrials_fast.thisRepN,pTrials_fast.thisTrialN,pTrials_fast.thisN,pTrials_fast.thisIndex,pTrials_fast.ran,prac_fix_resp_fast.rt,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials.ran,prac_fix_resp.rt,fix_switches,side,trial_type1S0D,target,probe,block_type,key_resp.keys,key_resp.corr,key_resp.rt,fix_resp.keys,fix_resp.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fix_resp.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Block_type,instruction_text
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/H-8sim0.png,Stimuli/H-8sim3.png,conf_haus,j,1,0.440875,,1,3,0,3,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/H-8sim2.png,Stimuli/H-8sim1.png,conf_haus,j,1,0.50148,,1,4,0,4,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,conf_haus,j,0,0.488265,,1,5,0,5,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/H-8sim2.png,Stimuli/H-8sim0.png,conf_haus,j,1,0.586925,,1,6,0,6,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.180761727,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,conf_haus,j,0,0.567695,space,1,7,0,7,0,1,1.08612,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,conf_haus,f,1,0.868735,,1,8,0,8,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/H-8sim1.png,Stimuli/H-8sim0.png,conf_haus,f,0,1.321125,,1,9,0,9,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/H-8sim2.png,Stimuli/H-8sim3.png,conf_haus,j,1,0.68589,,1,10,0,10,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.180761727,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,conf_haus,f,1,0.787235,space,1,11,0,11,0,1,0.702435,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/H-8sim0.png,Stimuli/H-8sim1.png,conf_haus,j,1,1.05336,,1,12,0,12,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,conf_haus,f,1,0.587005,,1,13,0,13,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,conf_haus,f,1,0.75767,,1,14,0,14,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,conf_haus,f,1,0.607085,,1,15,0,15,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.180761727,0,Stimuli/H-8sim1.png,Stimuli/H-8sim3.png,conf_haus,f,0,0.570875,space,1,16,0,16,0,1,0.52415,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/H-8sim3.png,Stimuli/H-8sim1.png,conf_haus,j,1,0.372405,,1,17,0,17,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,conf_haus,j,0,0.477375,,1,18,0,18,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.180761727,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,conf_haus,f,1,0.512865,space,1,19,0,19,0,1,0.70036,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/H-8sim1.png,Stimuli/H-8sim3.png,conf_haus,f,0,2.90087,,1,20,0,20,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/H-8sim3.png,Stimuli/H-8sim0.png,conf_haus,j,1,0.885885,,1,21,0,21,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.180761727,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,conf_haus,j,0,0.76078,space,1,22,0,22,0,1,0.670125,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/H-8sim0.png,Stimuli/H-8sim1.png,conf_haus,f,0,0.62816,,1,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/H-8sim3.png,Stimuli/H-8sim2.png,conf_haus,j,1,0.46759,,1,24,0,24,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,conf_haus,f,1,0.36348,,1,25,0,25,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.180761727,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,conf_haus,f,1,0.59921,space,1,26,0,26,0,1,0.800555,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/H-8sim0.png,Stimuli/H-8sim3.png,conf_haus,j,1,2.33463,,1,27,0,27,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,conf_haus,f,1,0.751085,,1,28,0,28,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/H-8sim0.png,Stimuli/H-8sim2.png,conf_haus,f,0,0.509135,,1,29,0,29,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.180761727,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,conf_haus,f,1,0.483155,space,1,30,0,30,0,1,0.51963,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/H-8sim2.png,Stimuli/H-8sim0.png,conf_haus,f,0,0.74554,,1,31,0,31,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.180761727,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,conf_haus,f,1,1.302245,space,1,32,0,32,0,1,0.65168,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/H-8sim2.png,Stimuli/H-8sim1.png,conf_haus,j,1,1.44291,,1,33,0,33,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,conf_haus,j,0,1.72986,,1,34,0,34,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/H-8sim3.png,Stimuli/H-8sim2.png,conf_haus,f,0,0.61136,,1,35,0,35,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.180761727,0,Stimuli/H-8sim1.png,Stimuli/H-8sim0.png,conf_haus,f,0,0.60326,space,1,36,0,36,0,1,0.536125,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,conf_haus,j,0,0.80916,,1,37,0,37,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,conf_haus,f,1,1.223155,,1,38,0,38,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.180761727,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,conf_haus,f,1,0.461505,space,1,39,0,39,0,1,0.809555,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/H-8sim2.png,Stimuli/H-8sim3.png,conf_haus,j,1,1.200605,,1,40,0,40,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/H-8sim3.png,Stimuli/H-8sim0.png,conf_haus,j,1,0.87638,,1,41,0,41,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/H-8sim0.png,Stimuli/H-8sim2.png,conf_haus,j,1,0.81965,,1,42,0,42,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,conf_haus,f,1,0.90746,space,0,43,0,43,0,1,0.0172,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.180761727,0,Stimuli/H-8sim1.png,Stimuli/H-8sim2.png,conf_haus,j,1,1.489785,space,1,44,0,44,0,1,0.634325,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,conf_haus,f,1,0.660555,,1,45,0,45,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/H-8sim3.png,Stimuli/H-8sim1.png,conf_haus,f,0,0.79633,,1,46,0,46,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,conf_haus,f,1,0.654405,,1,47,0,47,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,conf_haus,Designs/instructions_haus_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,j,0,0.850955,,1,0,0,0,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/f15.png,Stimuli/f142.png,feat_face,j,1,0.95527,,1,1,0,1,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/f15.png,Stimuli/f24.png,feat_face,j,1,0.621105,,1,2,0,2,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,j,0,0.38561,,1,3,0,3,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.180761727,0,Stimuli/f24.png,Stimuli/f131.png,feat_face,j,1,0.51899,space,1,4,0,4,0,1,0.66311,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,j,0,0.70855,,1,5,0,5,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,j,0,0.594055,,1,6,0,6,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/f24.png,Stimuli/f15.png,feat_face,j,1,0.620495,,1,7,0,7,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.180761727,0,Stimuli/f131.png,Stimuli/f24.png,feat_face,f,0,1.22053,space,1,8,0,8,0,1,0.6532,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,j,0,2.039285,,1,9,0,9,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,j,0,0.858155,,1,10,0,10,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.180761727,0,Stimuli/f15.png,Stimuli/f24.png,feat_face,j,1,0.744465,space,1,11,0,11,0,1,0.667865,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/f131.png,Stimuli/f15.png,feat_face,j,1,1.109115,,1,12,0,12,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,f,1,0.82418,,1,13,0,13,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.180761727,0,Stimuli/f24.png,Stimuli/f142.png,feat_face,j,1,0.700025,space,1,14,0,14,0,1,0.75052,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/f131.png,Stimuli/f142.png,feat_face,j,1,0.55386,,1,15,0,15,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,j,0,0.85218,,1,16,0,16,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,f,1,0.783725,,1,17,0,17,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.180761727,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,f,1,2.487005,space,1,18,0,18,0,1,0.77151,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/f142.png,Stimuli/f131.png,feat_face,j,1,1.12499,,1,19,0,19,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,f,1,0.90095,,1,20,0,20,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/f142.png,Stimuli/f24.png,feat_face,f,0,1.16884,,1,21,0,21,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.180761727,0,Stimuli/f15.png,Stimuli/f131.png,feat_face,j,1,0.5785,space,1,22,0,22,0,1,0.7695,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,j,0,1.33405,,1,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/f131.png,Stimuli/f24.png,feat_face,j,1,0.488895,,1,24,0,24,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,j,0,0.71599,,1,25,0,25,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.180761727,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,j,0,1.803945,space,1,26,0,26,0,1,0.65163,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,j,0,0.483575,,1,27,0,27,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/f24.png,Stimuli/f15.png,feat_face,j,1,0.38312,,1,28,0,28,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/f142.png,Stimuli/f15.png,feat_face,j,1,0.626275,,1,29,0,29,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/f24.png,Stimuli/f142.png,feat_face,f,0,1.809715,,1,30,0,30,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.180761727,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,j,0,1.728055,space,1,31,0,31,0,1,0.650065,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,f,1,0.891995,,1,32,0,32,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.180761727,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,f,1,0.761125,space,1,33,0,33,0,1,0.89043,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.180761727,0,Stimuli/f131.png,Stimuli/f142.png,feat_face,j,1,0.789575,,1,34,0,34,0,1,,,,,,,,
