X Scale,Y Scale,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,key_resp_10.keys,key_resp_10.corr,key_resp_13.keys,key_resp_13.corr,key_resp_13.rt,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials.ran,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_fix_resp.rt,fix_switches,side,trial_type1S0D,target,probe,key_resp_3.keys,key_resp_4.keys,key_resp_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_6.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp_6.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block_type,instruction_text
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,,,,f,1,0.874625,,21,0,21,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,1,0.19509888,0,Stimuli/H6sim0.png,Stimuli/H7sim0.png,,,,f,0,1.97286,space,22,0,22,0,1,0.44403,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/H7sim0.png,Stimuli/H6sim0.png,,,,j,1,0.847935,,23,0,23,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,,,,f,1,0.841175,,24,0,24,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,1,0.19509888,0,Stimuli/H6sim0.png,Stimuli/H8sim0.png,,,,f,0,2.727925,space,25,0,25,0,1,1.19611,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/H5sim0.png,Stimuli/H7sim0.png,,,,j,1,0.747965,,26,0,26,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,,,,f,1,1.014255,,27,0,27,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/H7sim0.png,Stimuli/H8sim0.png,,,,j,1,0.72921,,28,0,28,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,,,,f,1,1.19777,,29,0,29,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/H5sim0.png,Stimuli/H6sim0.png,,,,f,0,2.43116,,30,0,30,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,,,,f,1,0.814435,,31,0,31,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/H8sim0.png,Stimuli/H7sim0.png,,,,j,1,0.78232,,32,0,32,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/H7sim0.png,Stimuli/H8sim0.png,,,,j,1,0.796,,33,0,33,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,f,1,1.191915,,34,0,34,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,,,,j,0,3.510075,,35,0,35,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,,,,f,1,1.013745,,36,0,36,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,f,1,0.91398,,37,0,37,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,1,-0.19509888,0,Stimuli/H6sim0.png,Stimuli/H5sim0.png,,,,f,0,2.02325,space,38,0,38,0,1,0.82353,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/H5sim0.png,Stimuli/H7sim0.png,,,,j,1,1.28094,,39,0,39,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/H5sim0.png,Stimuli/H8sim0.png,,,,j,1,0.643135,,40,0,40,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,,,,f,1,2.34723,,41,0,41,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/H6sim0.png,Stimuli/H5sim0.png,,,,j,1,1.01219,,42,0,42,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,f,1,0.790515,,43,0,43,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,,,,f,1,0.844225,,44,0,44,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,1,-0.19509888,0,Stimuli/H8sim0.png,Stimuli/H7sim0.png,,,,f,0,1.744135,space,45,0,45,0,1,0.593575,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/H8sim0.png,Stimuli/H6sim0.png,,,,f,0,3.374035,,46,0,46,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,,,,f,1,0.89163,,47,0,47,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,feat_haus,Designs/instructions_haus_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/eumu.png,Stimuli/eumu.png,,,,j,0,0.89091,,0,0,0,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/eomu.png,Stimuli/eimd.png,,,,f,0,1.229605,,1,0,1,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/eimd.png,Stimuli/eimd.png,,,,f,1,2.992665,,2,0,2,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/eumu.png,Stimuli/eumu.png,,,,f,1,0.481925,,3,0,3,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/edmd.png,Stimuli/eomu.png,,,,j,1,0.458155,,4,0,4,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/eimd.png,Stimuli/eomu.png,,,,f,0,1.428035,,5,0,5,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/edmd.png,Stimuli/edmd.png,,,,j,0,0.67872,,6,0,6,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,1,0.19509888,0,Stimuli/edmd.png,Stimuli/eimd.png,,,,f,0,2.65633,space,7,0,7,0,1,0.657305,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/eomu.png,Stimuli/eomu.png,,,,f,1,1.159125,,8,0,8,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/eimd.png,Stimuli/edmd.png,,,,j,1,0.92875,,9,0,9,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,1,-0.19509888,0,Stimuli/eimd.png,Stimuli/eumu.png,,,,f,0,1.544745,space,10,0,10,0,1,0.54528,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/edmd.png,Stimuli/edmd.png,,,,f,1,1.147015,,11,0,11,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,1,-0.19509888,0,Stimuli/eimd.png,Stimuli/edmd.png,,,,f,0,2.207035,space,12,0,12,0,1,0.70773,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/edmd.png,Stimuli/eumu.png,,,,f,0,1.79172,,13,0,13,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/eimd.png,Stimuli/eimd.png,,,,j,0,0.74353,,14,0,14,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/eumu.png,Stimuli/eumu.png,,,,f,1,0.84766,,15,0,15,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/eomu.png,Stimuli/edmd.png,,,,j,1,0.978275,,16,0,16,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/edmd.png,Stimuli/edmd.png,,,,j,0,1.029865,,17,0,17,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/eumu.png,Stimuli/edmd.png,,,,f,0,0.69521,,18,0,18,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/eimd.png,Stimuli/eimd.png,,,,f,1,0.82922,,19,0,19,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/eumu.png,Stimuli/edmd.png,,,,j,1,0.57848,,20,0,20,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/eomu.png,Stimuli/eomu.png,,,,f,1,4.181545,,21,0,21,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/eimd.png,Stimuli/eimd.png,,,,j,0,0.59039,,22,0,22,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,1,0.19509888,0,Stimuli/eimd.png,Stimuli/eomu.png,,,,f,0,2.007915,space,23,0,23,0,1,0.31535,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/eomu.png,Stimuli/eumu.png,,,,j,1,0.744215,,24,0,24,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/eomu.png,Stimuli/eomu.png,,,,f,1,1.37604,,25,0,25,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/eomu.png,Stimuli/eomu.png,,,,f,1,1.17691,,26,0,26,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/eomu.png,Stimuli/eomu.png,,,,j,0,0.659645,,27,0,27,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,1,-0.19509888,0,Stimuli/eomu.png,Stimuli/eumu.png,,,,f,0,1.440845,space,28,0,28,0,1,0.41283,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/edmd.png,Stimuli/eumu.png,,,,j,1,0.758095,,29,0,29,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/edmd.png,Stimuli/edmd.png,,,,f,1,4.189185,,30,0,30,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/eumu.png,Stimuli/eumu.png,,,,f,1,1.159015,,31,0,31,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/eumu.png,Stimuli/eomu.png,,,,f,0,1.0126,,32,0,32,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/eomu.png,Stimuli/eimd.png,,,,j,1,0.743875,,33,0,33,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/eumu.png,Stimuli/eimd.png,,,,f,0,1.039895,,34,0,34,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/eimd.png,Stimuli/eimd.png,,,,j,0,0.74377,,35,0,35,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/eumu.png,Stimuli/eomu.png,,,,f,0,0.42464,,36,0,36,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/eumu.png,Stimuli/eumu.png,,,,f,1,0.6616,,37,0,37,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/edmd.png,Stimuli/eimd.png,,,,f,0,0.774095,,38,0,38,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,1,0.19509888,0,Stimuli/eimd.png,Stimuli/eumu.png,,,,j,1,2.07496,space,39,0,39,0,1,0.341485,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/eomu.png,Stimuli/eomu.png,,,,f,1,2.357245,,40,0,40,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/eumu.png,Stimuli/eumu.png,,,,f,1,0.940965,,41,0,41,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/edmd.png,Stimuli/eomu.png,,,,j,1,0.57698,,42,0,42,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/eomu.png,Stimuli/edmd.png,,,,j,1,1.198695,,43,0,43,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/edmd.png,Stimuli/edmd.png,,,,f,1,2.773715,,44,0,44,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/edmd.png,Stimuli/edmd.png,,,,j,0,0.67278,,45,0,45,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/eimd.png,Stimuli/eimd.png,,,,j,0,1.424435,,46,0,46,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/eumu.png,Stimuli/eimd.png,,,,f,0,1.012235,,47,0,47,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,conf_face,Designs/instructions_face_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/H-8sim0.png,Stimuli/H-8sim3.png,,,,f,0,1.07383,,0,0,0,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,,,,f,1,0.54207,,1,0,1,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/H-8sim1.png,Stimuli/H-8sim3.png,,,,j,1,1.00865,,2,0,2,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,1,0.19509888,0,Stimuli/H-8sim1.png,Stimuli/H-8sim0.png,,,,f,0,1.043715,,3,0,3,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,f,1,4.39287,,4,0,4,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,,,,f,1,0.65803,,5,0,5,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/H-8sim3.png,Stimuli/H-8sim2.png,,,,j,1,0.709975,,6,0,6,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,,j,0,0.99009,,7,0,7,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,,f,1,0.87203,,8,0,8,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/H-8sim0.png,Stimuli/H-8sim3.png,,,,f,0,0.555315,,9,0,9,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,,,,f,1,1.343555,,10,0,10,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/H-8sim0.png,Stimuli/H-8sim2.png,,,,f,0,2.040955,,11,0,11,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,1,-0.19509888,0,Stimuli/H-8sim0.png,Stimuli/H-8sim2.png,,,,j,1,1.507265,space,12,0,12,0,1,0.61205,,,,,,conf_haus,
