X Scale,Y Scale,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,key_resp_10.keys,key_resp_10.corr,key_resp_13.keys,key_resp_13.corr,key_resp_13.rt,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials.ran,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_fix_resp.rt,fix_switches,side,trial_type1S0D,target,probe,key_resp_3.keys,key_resp_4.keys,key_resp_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_6.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp_6.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block_type,instruction_text
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,f,1,0.913815,,13,0,13,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/H-8sim2.png,Stimuli/H-8sim1.png,,,,j,1,0.77472,,14,0,14,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/H-8sim0.png,Stimuli/H-8sim1.png,,,,f,0,1.26146,,15,0,15,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,,,,f,1,0.82792,,16,0,16,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,,,,j,0,2.46023,,17,0,17,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,,,,f,1,0.96119,,18,0,18,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,f,1,0.905885,,19,0,19,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/H-8sim3.png,Stimuli/H-8sim0.png,,,,f,0,0.761305,,20,0,20,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/H-8sim2.png,Stimuli/H-8sim3.png,,,,j,1,1.642305,,21,0,21,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,1,0.19509888,0,Stimuli/H-8sim0.png,Stimuli/H-8sim1.png,,,,f,0,1.426195,space,22,0,22,0,1,0.18892,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,f,1,1.142915,,23,0,23,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,,j,0,0.69239,,24,0,24,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,,f,1,2.14347,,25,0,25,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/H-8sim3.png,Stimuli/H-8sim1.png,,,,j,1,0.9603,,26,0,26,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,,,,f,1,1.09635,,27,0,27,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/H-8sim1.png,Stimuli/H-8sim2.png,,,,f,0,1.081135,,28,0,28,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/H-8sim3.png,Stimuli/H-8sim2.png,,,,f,0,1.427185,,29,0,29,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/H-8sim3.png,Stimuli/H-8sim0.png,,,,j,1,0.607735,,30,0,30,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,,,,f,1,1.007575,,31,0,31,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,,,,f,1,0.9399,,32,0,32,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/H-8sim1.png,Stimuli/H-8sim2.png,,,,j,1,0.929175,,33,0,33,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/H-8sim2.png,Stimuli/H-8sim0.png,,,,j,1,0.58059,,34,0,34,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,1,-0.19509888,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,,f,1,1.029775,space,35,0,35,0,1,0.240915,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,1,-0.19509888,0,Stimuli/H-8sim2.png,Stimuli/H-8sim3.png,,,,f,0,3.41042,,36,0,36,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,,,,f,1,1.111135,,37,0,37,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/H-8sim2.png,Stimuli/H-8sim1.png,,,,f,0,0.54796,,38,0,38,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,1,-0.19509888,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,,,,f,1,1.380825,space,39,0,39,0,1,0.24309,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/H-8sim1.png,Stimuli/H-8sim3.png,,,,j,1,1.790855,,40,0,40,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,f,1,4.842905,,41,0,41,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,f,1,1.15886,,42,0,42,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,,j,0,0.38987,,43,0,43,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/H-8sim3.png,Stimuli/H-8sim1.png,,,,j,1,1.02333,,44,0,44,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/H-8sim1.png,Stimuli/H-8sim0.png,,,,j,1,2.833585,,45,0,45,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,,,,f,1,1.012275,,46,0,46,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/H-8sim2.png,Stimuli/H-8sim0.png,,,,j,1,0.57758,,47,0,47,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,conf_haus,Designs/instructions_haus_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,1,1.647725,,0,0,0,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/f131.png,Stimuli/f131.png,,,,j,0,1.278515,,1,0,1,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/f131.png,Stimuli/f15.png,,,,j,1,0.81101,,2,0,2,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/f131.png,Stimuli/f24.png,,,,j,1,0.840355,,3,0,3,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/f131.png,Stimuli/f24.png,,,,j,1,0.923105,,4,0,4,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,1,-0.19509888,1,Stimuli/f24.png,Stimuli/f24.png,,,,j,0,7.272075,space,5,0,5,0,1,0.180015,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/f142.png,Stimuli/f142.png,,,,f,1,0.827975,,6,0,6,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/f15.png,Stimuli/f131.png,,,,j,1,0.540545,,7,0,7,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/f142.png,Stimuli/f15.png,,,,j,1,0.738535,,8,0,8,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/f24.png,Stimuli/f142.png,,,,j,1,0.65576,,9,0,9,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/f142.png,Stimuli/f142.png,,,,f,1,0.90658,,10,0,10,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,1,-0.19509888,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,1,1.32333,space,11,0,11,0,1,0.248415,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/f142.png,Stimuli/f131.png,,,,j,1,0.731025,,12,0,12,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/f131.png,Stimuli/f131.png,,,,f,1,0.99058,,13,0,13,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/f142.png,Stimuli/f15.png,,,,j,1,0.598895,,14,0,14,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/f24.png,Stimuli/f24.png,,,,j,0,0.823135,,15,0,15,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,1,0.19509888,0,Stimuli/f142.png,Stimuli/f24.png,,,,f,0,0.922685,space,16,0,16,0,1,0.19823,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/f131.png,Stimuli/f131.png,,,,j,0,0.745015,,17,0,17,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/f24.png,Stimuli/f24.png,,,,f,1,1.323195,,18,0,18,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/f24.png,Stimuli/f131.png,,,,j,1,0.694975,,19,0,19,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/f15.png,Stimuli/f142.png,,,,j,1,0.6793,,20,0,20,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/f15.png,Stimuli/f142.png,,,,f,0,0.54291,,21,0,21,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,1,0.623375,,22,0,22,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/f142.png,Stimuli/f142.png,,,,f,1,0.611315,,23,0,23,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/f24.png,Stimuli/f24.png,,,,j,0,0.857505,,24,0,24,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/f15.png,Stimuli/f131.png,,,,j,1,0.532045,,25,0,25,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/f142.png,Stimuli/f142.png,,,,f,1,1.790085,,26,0,26,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/f142.png,Stimuli/f131.png,,,,f,0,1.494285,,27,0,27,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/f24.png,Stimuli/f131.png,,,,j,1,0.59571,,28,0,28,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/f131.png,Stimuli/f131.png,,,,j,0,1.0939,,29,0,29,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,1,0.84145,,30,0,30,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/f131.png,Stimuli/f142.png,,,,j,1,0.6483,,31,0,31,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/f131.png,Stimuli/f131.png,,,,f,1,1.54029,,32,0,32,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/f24.png,Stimuli/f15.png,,,,j,1,0.615645,,33,0,33,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,1,-0.19509888,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,1,0.996695,space,34,0,34,0,1,0.4226,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,1,-0.19509888,0,Stimuli/f15.png,Stimuli/f24.png,,,,j,1,0.52785,,35,0,35,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/f142.png,Stimuli/f24.png,,,,j,1,1.61339,,36,0,36,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/f131.png,Stimuli/f15.png,,,,j,1,0.7785,,37,0,37,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/f142.png,Stimuli/f142.png,,,,j,0,0.713525,,38,0,38,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,1,0.19509888,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,1,0.85573,space,39,0,39,0,1,0.26382,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/f131.png,Stimuli/f142.png,,,,j,1,0.84196,,40,0,40,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/f24.png,Stimuli/f24.png,,,,f,1,0.72581,,41,0,41,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/f24.png,Stimuli/f24.png,,,,f,1,1.57952,,42,0,42,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/f24.png,Stimuli/f142.png,,,,j,1,0.69028,,43,0,43,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/f131.png,Stimuli/f131.png,,,,f,1,0.644185,,44,0,44,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/f142.png,Stimuli/f142.png,,,,j,0,0.64557,,45,0,45,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/f24.png,Stimuli/f15.png,,,,j,1,1.698935,,46,0,46,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/f15.png,Stimuli/f24.png,,,,j,1,2.71031,,47,0,47,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,,,,,,,,,,,,,,,,,,,1,0,4,0,1,feat_face,Designs/instructions_face_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,f,1,1.493305,,0,0,0,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,f,1,1.829295,,1,0,1,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,0.19509888,0,Stimuli/H6sim0.png,Stimuli/H8sim0.png,,,,j,1,0.427525,,2,0,2,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,1,-0.19509888,0,Stimuli/H6sim0.png,Stimuli/H5sim0.png,,,,j,1,1.25659,,3,0,3,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,0,-0.19509888,0,Stimuli/H8sim0.png,Stimuli/H5sim0.png,,,,f,0,4.447925,,4,0,4,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,DP,2,2,2020-11-16_09h33.10.896,configural_featural,2020.2.4,Linux x86_64,60,1920,1080,,1,0.19509888,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,,,,f,1,2.776075,space,5,0,5,0,1,1.45681,,,,,,feat_haus,
