X Scale,Y Scale,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,key_resp_10.keys,key_resp_10.corr,key_resp_13.keys,key_resp_13.corr,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials.ran,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_fix_resp.rt,fix_switches,side,trial_type1S0D,target,probe,key_resp_3.keys,key_resp_4.keys,key_resp_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_6.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp_6.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block_type,instruction_text,key_resp_4.rt
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/H-8sim0.png,Stimuli/H-8sim3.png,,,,j,1,2.4449,,21,0,21,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,,,,j,0,1.05322,,22,0,22,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,,,,j,0,1.412155,,23,0,23,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,1,-0.10446784,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,,f,1,0.86517,space,24,0,24,0,1,0.445915,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/H-8sim3.png,Stimuli/H-8sim2.png,,,,j,1,2.00179,,25,0,25,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,,,,j,0,1.2206,,26,0,26,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,1,-0.10446784,0,Stimuli/H-8sim1.png,Stimuli/H-8sim2.png,,,,f,0,1.053645,space,27,0,27,0,1,0.58128,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,,j,0,0.84548,,28,0,28,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/H-8sim1.png,Stimuli/H-8sim0.png,,,,j,1,0.897285,,29,0,29,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/H-8sim0.png,Stimuli/H-8sim3.png,,,,j,1,0.699935,,30,0,30,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,j,0,1.434165,,31,0,31,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,,f,1,0.962595,,32,0,32,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/H-8sim1.png,Stimuli/H-8sim2.png,,,,j,1,1.437225,,33,0,33,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/H-8sim0.png,Stimuli/H-8sim1.png,,,,j,1,0.84345,,34,0,34,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,,,,j,0,1.78306,,35,0,35,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/H-8sim0.png,Stimuli/H-8sim2.png,,,,j,1,1.807965,,36,0,36,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,,j,0,1.03094,,37,0,37,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,1,0.10446784,0,Stimuli/H-8sim2.png,Stimuli/H-8sim0.png,,,,j,1,1.632285,space,38,0,38,0,1,1.370225,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,1,-0.10446784,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,j,0,1.040525,,39,0,39,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/H-8sim2.png,Stimuli/H-8sim1.png,,,,j,1,1.099315,,40,0,40,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,,,,f,1,1.951795,,41,0,41,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/H-8sim1.png,Stimuli/H-8sim3.png,,,,j,1,0.864565,,42,0,42,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,1,0.10446784,0,Stimuli/H-8sim0.png,Stimuli/H-8sim2.png,,,,f,0,1.664855,space,43,0,43,0,1,0.39843,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/H-8sim2.png,Stimuli/H-8sim3.png,,,,j,1,0.840315,,44,0,44,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,,,,j,0,1.081925,,45,0,45,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,j,0,0.999455,,46,0,46,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,,,,j,0,0.66568,,47,0,47,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,conf_haus,Designs/instructions_haus_1234.png,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/f15.png,Stimuli/f131.png,,,,j,1,1.00214,,0,0,0,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/f24.png,Stimuli/f142.png,,,,j,1,0.835585,,1,0,1,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/f131.png,Stimuli/f24.png,,,,f,0,0.652515,,2,0,2,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/f131.png,Stimuli/f131.png,,,,f,1,0.632105,,3,0,3,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,1,-0.10446784,1,Stimuli/f24.png,Stimuli/f24.png,,,,f,1,0.563805,space,4,0,4,0,1,0.315895,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/f24.png,Stimuli/f24.png,,,,f,1,1.43939,,5,0,5,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/f131.png,Stimuli/f131.png,,,,j,0,1.06634,,6,0,6,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/f24.png,Stimuli/f15.png,,,,j,1,0.97167,,7,0,7,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/f142.png,Stimuli/f142.png,,,,f,1,0.798065,,8,0,8,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/f131.png,Stimuli/f15.png,,,,j,1,1.01869,,9,0,9,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/f24.png,Stimuli/f142.png,,,,f,0,0.96123,,10,0,10,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,1,0.4641,,11,0,11,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/f15.png,Stimuli/f142.png,,,,j,1,0.51245,,12,0,12,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/f15.png,Stimuli/f24.png,,,,j,1,0.934525,,13,0,13,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/f15.png,Stimuli/f15.png,,,,j,0,0.553675,,14,0,14,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/f142.png,Stimuli/f15.png,,,,j,1,0.676225,,15,0,15,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/f24.png,Stimuli/f24.png,,,,f,1,0.59852,,16,0,16,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,1,-0.10446784,1,Stimuli/f131.png,Stimuli/f131.png,,,,f,1,0.76564,space,17,0,17,0,1,0.437945,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/f15.png,Stimuli/f131.png,,,,j,1,0.632005,,18,0,18,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/f142.png,Stimuli/f15.png,,,,j,1,1.35329,,19,0,19,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/f142.png,Stimuli/f24.png,,,,j,1,0.75084,,20,0,20,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/f142.png,Stimuli/f142.png,,,,f,1,1.09896,,21,0,21,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/f131.png,Stimuli/f131.png,,,,f,1,0.664025,,22,0,22,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/f142.png,Stimuli/f142.png,,,,f,1,0.65487,,23,0,23,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/f15.png,Stimuli/f15.png,,,,j,0,0.47182,,24,0,24,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/f142.png,Stimuli/f142.png,,,,f,1,2.006925,,25,0,25,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/f24.png,Stimuli/f131.png,,,,j,1,0.83317,,26,0,26,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/f142.png,Stimuli/f131.png,,,,f,0,0.736085,,27,0,27,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/f24.png,Stimuli/f131.png,,,,f,0,0.805675,,28,0,28,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,1,0.740295,,29,0,29,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/f131.png,Stimuli/f131.png,,,,f,1,2.648255,,30,0,30,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/f142.png,Stimuli/f142.png,,,,f,1,0.767515,,31,0,31,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/f15.png,Stimuli/f142.png,,,,j,1,1.500535,,32,0,32,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/f131.png,Stimuli/f142.png,,,,j,1,0.763155,,33,0,33,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,1,-0.10446784,0,Stimuli/f131.png,Stimuli/f142.png,,,,f,0,0.619875,space,34,0,34,0,1,0.41999,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,1,-0.10446784,1,Stimuli/f24.png,Stimuli/f24.png,,,,f,1,0.767135,,35,0,35,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/f15.png,Stimuli/f24.png,,,,j,1,0.61488,,36,0,36,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/f24.png,Stimuli/f24.png,,,,j,0,1.00258,,37,0,37,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,1,0.10446784,0,Stimuli/f142.png,Stimuli/f131.png,,,,f,0,1.2209,space,38,0,38,0,1,0.53293,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,1,0.606905,,39,0,39,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/f131.png,Stimuli/f24.png,,,,f,0,0.831245,,40,0,40,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/f142.png,Stimuli/f142.png,,,,j,0,0.504045,,41,0,41,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/f24.png,Stimuli/f15.png,,,,j,1,0.58388,,42,0,42,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/f131.png,Stimuli/f15.png,,,,j,1,0.55427,,43,0,43,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/f142.png,Stimuli/f24.png,,,,j,1,0.532,,44,0,44,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,1,0.10446784,1,Stimuli/f24.png,Stimuli/f24.png,,,,f,1,0.44228,,45,0,45,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/f15.png,Stimuli/f15.png,,,,j,0,1.39937,space,46,0,46,0,1,0.171875,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/f131.png,Stimuli/f131.png,,,,f,1,2.148565,,47,0,47,0,1,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,feat_face,Designs/instructions_face_1234.png,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,,,,j,0,0.567895,,0,0,0,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/H8sim0.png,Stimuli/H5sim0.png,,,,j,1,0.53935,,1,0,1,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/H8sim0.png,Stimuli/H7sim0.png,,,,j,1,0.66461,,2,0,2,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,,,,f,1,1.098435,,3,0,3,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,f,1,1.38673,,4,0,4,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/H7sim0.png,Stimuli/H5sim0.png,,,,j,1,0.61505,,5,0,5,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,,,,f,1,0.647625,,6,0,6,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/H8sim0.png,Stimuli/H6sim0.png,,,,j,1,0.50508,,7,0,7,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,1,-0.10446784,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,,,,j,0,0.90007,space,8,0,8,0,1,0.543115,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/H8sim0.png,Stimuli/H6sim0.png,,,,f,0,3.60047,,9,0,9,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/H6sim0.png,Stimuli/H8sim0.png,,,,j,1,0.717665,,10,0,10,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,,,,f,1,0.803205,,11,0,11,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/H6sim0.png,Stimuli/H7sim0.png,,,,j,1,0.81853,,12,0,12,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,,,,f,1,0.732955,,13,0,13,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/H6sim0.png,Stimuli/H7sim0.png,,,,j,1,0.51309,,14,0,14,0,1,,,,,,,feat_haus,,
