X Scale,Y Scale,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,key_resp_10.keys,key_resp_10.corr,key_resp_13.keys,key_resp_13.corr,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials.ran,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_fix_resp.rt,fix_switches,side,trial_type1S0D,target,probe,key_resp_3.keys,key_resp_4.keys,key_resp_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_6.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp_6.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block_type,instruction_text,key_resp_4.rt
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,f,1,1.2307,,15,0,15,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,,,,f,1,0.998265,,16,0,16,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/H5sim0.png,Stimuli/H6sim0.png,,,,j,1,0.52903,,17,0,17,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,,,,f,1,1.673225,,18,0,18,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,f,1,1.867695,,19,0,19,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/H6sim0.png,Stimuli/H5sim0.png,,,,j,1,1.40624,,20,0,20,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,1,0.10446784,0,Stimuli/H6sim0.png,Stimuli/H5sim0.png,,,,f,0,1.065935,,21,0,21,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/H7sim0.png,Stimuli/H6sim0.png,,space,,j,1,0.875875,,22,0,22,0,1,,,,,,,feat_haus,,0.198565
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,,,,j,0,1.03006,,23,0,23,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,f,1,0.849585,,24,0,24,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/H8sim0.png,Stimuli/H5sim0.png,,,,j,1,0.53748,,25,0,25,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/H5sim0.png,Stimuli/H8sim0.png,,,,j,1,2.285685,,26,0,26,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/H7sim0.png,Stimuli/H8sim0.png,,,,j,1,1.84505,,27,0,27,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,1,-0.10446784,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,,,,f,1,1.044135,space,28,0,28,0,1,0.45165,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,,,,f,1,0.93124,,29,0,29,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,,,,f,1,0.432705,,30,0,30,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/H5sim0.png,Stimuli/H7sim0.png,,,,j,1,0.432535,,31,0,31,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,,,,j,0,3.30269,,32,0,32,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/H6sim0.png,Stimuli/H8sim0.png,,,,j,1,0.572295,,33,0,33,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/H7sim0.png,Stimuli/H6sim0.png,,,,j,1,0.729965,,34,0,34,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,,,,f,1,0.643095,,35,0,35,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,1,-0.10446784,0,Stimuli/H5sim0.png,Stimuli/H6sim0.png,,,,j,1,0.867085,space,36,0,36,0,1,0.39959,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,,,,f,1,0.90703,,37,0,37,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/H7sim0.png,Stimuli/H8sim0.png,,,,j,1,0.867345,,38,0,38,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,f,1,0.633325,,39,0,39,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,1,0.10446784,0,Stimuli/H5sim0.png,Stimuli/H8sim0.png,,,,f,0,0.71937,space,40,0,40,0,1,0.34361,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,f,1,0.451765,,41,0,41,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,1,-0.10446784,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,,,,f,1,0.604465,,42,0,42,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,,,,f,1,0.73244,,43,0,43,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,,,,f,1,0.86509,,44,0,44,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/H5sim0.png,Stimuli/H7sim0.png,,,,j,1,0.83189,,45,0,45,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/H7sim0.png,Stimuli/H5sim0.png,,,,j,1,5.13489,,46,0,46,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/H8sim0.png,Stimuli/H7sim0.png,,,,j,1,0.74755,,47,0,47,0,1,,,,,,,feat_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,feat_haus,Designs/instructions_haus_1234.png,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/edmd.png,Stimuli/eomu.png,,,,f,0,1.852425,,0,0,0,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/edmd.png,Stimuli/edmd.png,,,,f,1,0.506805,,1,0,1,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/eomu.png,Stimuli/eumu.png,,,,f,0,1.00087,,2,0,2,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/edmd.png,Stimuli/eumu.png,,,,f,0,0.563835,,3,0,3,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/eumu.png,Stimuli/eumu.png,,,,f,1,0.5077,,4,0,4,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/edmd.png,Stimuli/edmd.png,,,,f,1,0.597715,,5,0,5,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,1,0.10446784,1,Stimuli/eimd.png,Stimuli/eimd.png,,,,f,1,0.88471,space,6,0,6,0,1,0.372945,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/eumu.png,Stimuli/eumu.png,,,,f,1,2.202105,space,7,0,7,0,1,1.642435,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/eimd.png,Stimuli/edmd.png,,,,f,0,0.66698,,8,0,8,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/edmd.png,Stimuli/eimd.png,,,,f,0,0.785915,,9,0,9,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/eimd.png,Stimuli/eumu.png,,,,f,0,1.14891,,10,0,10,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,1,0.10446784,1,Stimuli/eomu.png,Stimuli/eomu.png,,,,f,1,1.000645,space,11,0,11,0,1,0.632655,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/eimd.png,Stimuli/eimd.png,,,,j,0,0.547695,,12,0,12,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/eomu.png,Stimuli/eomu.png,,,,f,1,0.719475,,13,0,13,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/eumu.png,Stimuli/eomu.png,,,,f,0,0.684955,,14,0,14,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/eomu.png,Stimuli/eomu.png,,,,f,1,0.6849,,15,0,15,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/eimd.png,Stimuli/eomu.png,,,,f,0,1.23514,,16,0,16,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,1,0.10446784,0,Stimuli/eumu.png,Stimuli/eimd.png,,,,f,0,1.163425,space,17,0,17,0,1,0.443255,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/eomu.png,Stimuli/eumu.png,,,,f,0,1.910175,,18,0,18,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/eomu.png,Stimuli/eimd.png,,,,j,1,0.747325,,19,0,19,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/edmd.png,Stimuli/edmd.png,,,,f,1,1.935055,,20,0,20,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/eomu.png,Stimuli/eomu.png,,,,f,1,0.66442,,21,0,21,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/eumu.png,Stimuli/eomu.png,,,,f,0,0.833775,,22,0,22,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/eumu.png,Stimuli/eumu.png,,,,f,1,0.60871,,23,0,23,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/eumu.png,Stimuli/eumu.png,,,,j,0,0.48729,,24,0,24,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/eimd.png,Stimuli/eomu.png,,,,j,1,0.54112,,25,0,25,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/eomu.png,Stimuli/edmd.png,,,,f,0,0.55454,,26,0,26,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/eimd.png,Stimuli/eimd.png,,,,j,0,0.574485,,27,0,27,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/eomu.png,Stimuli/edmd.png,,,,j,1,0.531615,,28,0,28,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/eumu.png,Stimuli/eumu.png,,,,j,0,1.20584,,29,0,29,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/eimd.png,Stimuli/eimd.png,,,,j,0,0.639215,,30,0,30,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/eomu.png,Stimuli/eimd.png,,,,j,1,1.21789,,31,0,31,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/eumu.png,Stimuli/edmd.png,,,,j,1,0.75307,,32,0,32,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,1,0.10446784,1,Stimuli/edmd.png,Stimuli/edmd.png,,,,j,0,0.866195,space,33,0,33,0,1,0.38268,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/edmd.png,Stimuli/edmd.png,,,,j,0,0.98103,,34,0,34,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/edmd.png,Stimuli/eomu.png,,,,j,1,1.08768,,35,0,35,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/eumu.png,Stimuli/eumu.png,,,,j,0,0.71129,,36,0,36,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/eimd.png,Stimuli/eumu.png,,,,f,0,0.444475,,37,0,37,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/eumu.png,Stimuli/eimd.png,,,,j,1,0.65094,,38,0,38,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/eimd.png,Stimuli/eimd.png,,,,j,0,0.676005,,39,0,39,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,1,-0.10446784,1,Stimuli/eimd.png,Stimuli/eimd.png,,,,f,1,1.44249,space,40,0,40,0,1,0.299975,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,1,-0.10446784,0,Stimuli/eumu.png,Stimuli/edmd.png,,,,j,1,0.729845,,41,0,41,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/eimd.png,Stimuli/edmd.png,,space,,f,0,2.30315,,42,0,42,0,1,,,,,,,conf_face,,0.051655
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/eomu.png,Stimuli/eomu.png,,,,j,0,0.72885,,43,0,43,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/edmd.png,Stimuli/eumu.png,,,,f,0,0.79953,,44,0,44,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/eomu.png,Stimuli/eomu.png,,,,j,0,0.796655,,45,0,45,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/edmd.png,Stimuli/eimd.png,,,,j,1,0.9095,,46,0,46,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/edmd.png,Stimuli/edmd.png,,,,j,0,0.578335,,47,0,47,0,1,,,,,,,conf_face,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,,,,,,,,,,,,,,,,,,,1,0,4,0,1,conf_face,Designs/instructions_face_1234.png,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/H-8sim3.png,Stimuli/H-8sim2.png,,,,f,0,0.951835,,0,0,0,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,,f,1,0.6992,,1,0,1,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,j,0,0.672955,,2,0,2,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/H-8sim3.png,Stimuli/H-8sim1.png,,,,j,1,0.70337,,3,0,3,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,j,0,0.645435,,4,0,4,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/H-8sim0.png,Stimuli/H-8sim1.png,,,,j,1,0.62173,,5,0,5,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,0.10446784,0,Stimuli/H-8sim0.png,Stimuli/H-8sim1.png,,,,j,1,0.647105,,6,0,6,0,1,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,2020-11-06_04h28.09.977,configural_featural,2020.2.4,MacIntel,60,2560,1440,,0,-0.10446784,0,Stimuli/H-8sim0.png,Stimuli/H-8sim2.png,,,,j,1,0.599205,,7,0,7,0,1,,,,,,,conf_haus,,
