X Scale,Y Scale,key_resp_10.keys,key_resp_10.rt,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac2_fixResp.keys,prePrac2_fixResp.corr,prePrac2_imgResp.keys,prePrac2_imgResp.corr,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_fix_resp.keys,prac_fix_resp.corr,pTrials_slow.thisRepN,pTrials_slow.thisTrialN,pTrials_slow.thisN,pTrials_slow.thisIndex,pTrials_slow.ran,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_resp.rt,prac_fix_resp_fast.keys,prac_fix_resp_fast.corr,prac_resp2.keys,prac_resp2.corr,pTrials_fast.thisRepN,pTrials_fast.thisTrialN,pTrials_fast.thisN,pTrials_fast.thisIndex,pTrials_fast.ran,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials.ran,prac_resp2.rt,fix_switches,side,trial_type1S0D,target,probe,block_type,key_resp.keys,key_resp.corr,key_resp.rt,fix_resp.keys,fix_resp.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fix_resp.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Block_type,instruction_text
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/eumu.png,Stimuli/edmd.png,conf_face,f,0,2.62931,,1,8,0,8,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/eumu.png,Stimuli/eumu.png,conf_face,j,0,1.835625,,1,9,0,9,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/edmd.png,Stimuli/edmd.png,conf_face,f,1,1.0354,,1,10,0,10,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,0,Stimuli/eumu.png,Stimuli/eomu.png,conf_face,j,1,1.125325,,0,11,0,11,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/eomu.png,Stimuli/eomu.png,conf_face,f,1,1.50851,,1,12,0,12,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/eomu.png,Stimuli/eimd.png,conf_face,j,1,3.20107,,1,13,0,13,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,0,Stimuli/edmd.png,Stimuli/eomu.png,conf_face,j,1,1.29563,,0,14,0,14,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/eimd.png,Stimuli/eimd.png,conf_face,f,1,2.169655,,1,15,0,15,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,1,Stimuli/eomu.png,Stimuli/eomu.png,conf_face,j,0,1.53293,,0,16,0,16,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/eumu.png,Stimuli/eimd.png,conf_face,f,0,3.865875,,1,17,0,17,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/eumu.png,Stimuli/eumu.png,conf_face,j,0,2.502775,,1,18,0,18,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/eomu.png,Stimuli/eumu.png,conf_face,j,1,1.7883,,1,19,0,19,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/eomu.png,Stimuli/edmd.png,conf_face,f,0,3.11925,,1,20,0,20,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,1,Stimuli/edmd.png,Stimuli/edmd.png,conf_face,j,0,1.834795,,0,21,0,21,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/eimd.png,Stimuli/eumu.png,conf_face,f,0,2.890905,,1,22,0,22,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/eimd.png,Stimuli/eimd.png,conf_face,j,0,3.319065,,1,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,1,conf_face,Designs/instructions_face_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,f,1,4.38505,,1,0,0,0,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/H6sim0.png,Stimuli/H8sim0.png,feat_haus,j,1,1.82639,space,0,1,0,1,0,1,0.7721,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,0,Stimuli/H8sim0.png,Stimuli/H6sim0.png,feat_haus,f,0,4.653815,,0,2,0,2,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,j,0,7.742475,,1,3,0,3,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,f,1,13.13284,,1,4,0,4,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/H5sim0.png,Stimuli/H6sim0.png,feat_haus,j,1,13.981105,,1,5,0,5,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,0,Stimuli/H5sim0.png,Stimuli/H8sim0.png,feat_haus,f,0,6.1578,,0,6,0,6,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,feat_haus,j,0,6.49485,space,0,7,0,7,0,1,1.0159,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/H6sim0.png,Stimuli/H5sim0.png,feat_haus,f,0,10.56144,,1,8,0,8,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,j,0,6.11324,,1,9,0,9,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,feat_haus,f,1,4.733475,,1,10,0,10,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,0,Stimuli/H6sim0.png,Stimuli/H7sim0.png,feat_haus,j,1,3.066705,,0,11,0,11,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/H8sim0.png,Stimuli/H5sim0.png,feat_haus,f,0,12.657575,space,0,12,0,12,0,1,1.12366,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,j,0,7.62598,,0,13,0,13,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,f,1,13.29289,,1,14,0,14,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/H7sim0.png,Stimuli/H8sim0.png,feat_haus,f,0,6.03385,,1,15,0,15,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/H7sim0.png,Stimuli/H6sim0.png,feat_haus,j,1,4.883305,,1,16,0,16,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,f,1,11.19683,,1,17,0,17,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,feat_haus,j,0,5.530525,,0,18,0,18,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/H5sim0.png,Stimuli/H7sim0.png,feat_haus,f,0,9.762865,,1,19,0,19,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/H8sim0.png,Stimuli/H7sim0.png,feat_haus,j,1,4.999225,,1,20,0,20,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,f,1,8.24465,,0,21,0,21,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/H7sim0.png,Stimuli/H5sim0.png,feat_haus,j,1,7.60166,,1,22,0,22,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,f,1,7.13155,,1,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,2,1,feat_haus,Designs/instructions_haus_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/f142.png,Stimuli/f15.png,feat_face,f,0,3.499095,,1,0,0,0,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,j,0,4.046035,,1,1,0,1,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,f,1,1.65226,,1,2,0,2,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/f24.png,Stimuli/f15.png,feat_face,j,1,2.03623,,1,3,0,3,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,f,1,9.10115,,0,4,0,4,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/f15.png,Stimuli/f142.png,feat_face,j,1,2.459785,,1,5,0,5,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,f,1,1.56605,,0,6,0,6,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/f131.png,Stimuli/f15.png,feat_face,j,1,1.558645,,1,7,0,7,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,f,1,1.571215,,1,8,0,8,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/f24.png,Stimuli/f142.png,feat_face,f,0,2.008625,,1,9,0,9,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,j,0,1.558945,,0,10,0,10,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/f15.png,Stimuli/f24.png,feat_face,j,1,2.19667,,1,11,0,11,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/f142.png,Stimuli/f131.png,feat_face,f,0,2.00385,,1,12,0,12,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,0,Stimuli/f131.png,Stimuli/f142.png,feat_face,j,1,1.416715,,0,13,0,13,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,f,1,1.332385,,1,14,0,14,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,j,0,2.05234,,1,15,0,15,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,f,1,11.41426,,0,16,0,16,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/f24.png,Stimuli/f131.png,feat_face,j,1,2.08862,,1,17,0,17,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/f131.png,Stimuli/f24.png,feat_face,f,0,2.28258,,1,18,0,18,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/f142.png,Stimuli/f24.png,feat_face,j,1,1.478745,,1,19,0,19,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/f15.png,Stimuli/f131.png,feat_face,f,0,2.26677,,1,20,0,20,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,j,0,3.39194,,0,21,0,21,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,f,1,3.538735,,1,22,0,22,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,j,0,1.248115,,1,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,3,1,feat_face,Designs/instructions_face_1234.png
