X Scale,Y Scale,key_resp_10.keys,key_resp_10.rt,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac2_fixResp.keys,prePrac2_fixResp.corr,prePrac2_imgResp.keys,prePrac2_imgResp.corr,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_fix_resp.keys,prac_fix_resp.corr,pTrials_slow.thisRepN,pTrials_slow.thisTrialN,pTrials_slow.thisN,pTrials_slow.thisIndex,pTrials_slow.ran,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_fix_resp_fast.keys,prac_fix_resp_fast.corr,prac_resp2.keys,prac_resp2.corr,pTrials_fast.thisRepN,pTrials_fast.thisTrialN,pTrials_fast.thisN,pTrials_fast.thisIndex,pTrials_fast.ran,prac_fix_resp_fast.rt,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials.ran,prac_fix_resp.rt,prac_resp.rt,prac_resp2.rt,fix_switches,side,trial_type1S0D,target,probe,block_type,key_resp.keys,key_resp.corr,key_resp.rt,fix_resp.keys,fix_resp.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fix_resp.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Block_type,instruction_text
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/H-8sim1.png,Stimuli/H-8sim2.png,conf_haus,f,0,0.798085,,1,2,0,2,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/H-8sim1.png,Stimuli/H-8sim0.png,conf_haus,j,1,1.18733,space,0,3,0,3,0,1,0.96932,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,conf_haus,f,1,1.511235,,0,4,0,4,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/H-8sim0.png,Stimuli/H-8sim2.png,conf_haus,j,1,0.98461,,1,5,0,5,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,0,Stimuli/H-8sim2.png,Stimuli/H-8sim3.png,conf_haus,f,0,0.78524,,0,6,0,6,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,conf_haus,j,0,0.63495,,1,7,0,7,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/H-8sim3.png,Stimuli/H-8sim2.png,conf_haus,f,0,0.57027,,1,8,0,8,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,conf_haus,j,0,1.046105,,0,9,0,9,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/H-8sim2.png,Stimuli/H-8sim0.png,conf_haus,j,1,0.90859,space,0,10,0,10,0,1,0.477925,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,conf_haus,f,1,1.23226,,1,11,0,11,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,conf_haus,j,0,1.23975,space,0,12,0,12,0,1,0.70726,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/H-8sim0.png,Stimuli/H-8sim3.png,conf_haus,f,0,2.061555,,1,13,0,13,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,conf_haus,j,0,1.14506,,0,14,0,14,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/H-8sim3.png,Stimuli/H-8sim0.png,conf_haus,f,0,2.49857,,1,15,0,15,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/H-8sim1.png,Stimuli/H-8sim3.png,conf_haus,j,1,1.196475,,1,16,0,16,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,conf_haus,f,1,1.52865,space,0,17,0,17,0,1,0.46094,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,conf_haus,j,0,0.524525,space,1,18,0,18,0,1,0.81227,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,conf_haus,j,0,1.094255,space,0,19,0,19,0,1,0.47279,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/H-8sim0.png,Stimuli/H-8sim1.png,conf_haus,f,0,1.56761,space,0,20,0,20,0,1,1.44996,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,0,Stimuli/H-8sim3.png,Stimuli/H-8sim1.png,conf_haus,j,1,1.235025,space,1,21,0,21,0,1,1.26383,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,conf_haus,f,1,2.387955,,1,22,0,22,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/H-8sim2.png,Stimuli/H-8sim1.png,conf_haus,f,0,2.61821,space,0,23,0,23,0,1,1.23201,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,conf_haus,Designs/instructions_haus_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/edmd.png,Stimuli/eomu.png,conf_face,f,0,1.651145,,1,0,0,0,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/eomu.png,Stimuli/eimd.png,conf_face,j,1,1.560635,,1,1,0,1,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,1,Stimuli/eumu.png,Stimuli/eumu.png,conf_face,f,1,2.93669,space,1,2,0,2,0,1,1.318585,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/eomu.png,Stimuli/eomu.png,conf_face,f,1,0.43935,space,0,3,0,3,0,1,0.932965,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/eimd.png,Stimuli/edmd.png,conf_face,j,1,0.74921,space,0,4,0,4,0,1,0.423685,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/edmd.png,Stimuli/edmd.png,conf_face,f,1,1.14112,space,0,5,0,5,0,1,0.573245,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,1,Stimuli/eimd.png,Stimuli/eimd.png,conf_face,j,0,0.558295,space,1,6,0,6,0,1,0.61831,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/edmd.png,Stimuli/eimd.png,conf_face,f,0,0.96806,space,0,7,0,7,0,1,0.436805,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/edmd.png,Stimuli/edmd.png,conf_face,j,0,0.363865,space,0,8,0,8,0,1,0.35737,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,0,Stimuli/eumu.png,Stimuli/eomu.png,conf_face,j,1,1.08853,space,1,9,0,9,0,1,1.34798,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/eimd.png,Stimuli/eomu.png,conf_face,f,0,1.12126,,1,10,0,10,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/eimd.png,Stimuli/eimd.png,conf_face,j,0,1.133215,space,0,11,0,11,0,1,0.469715,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/eumu.png,Stimuli/edmd.png,conf_face,f,0,0.967815,space,0,12,0,12,0,1,0.366975,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/eomu.png,Stimuli/eumu.png,conf_face,j,1,0.352095,space,0,13,0,13,0,1,0.79955,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,1,Stimuli/eomu.png,Stimuli/eomu.png,conf_face,f,1,1.268905,space,1,14,0,14,0,1,0.48553,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/edmd.png,Stimuli/eumu.png,conf_face,j,1,0.26211,space,0,15,0,15,0,1,0.72314,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/eumu.png,Stimuli/eumu.png,conf_face,f,1,0.86687,space,0,16,0,16,0,1,0.63362,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/edmd.png,Stimuli/edmd.png,conf_face,f,1,5.229865,space,0,17,0,17,0,1,0.544495,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,0,Stimuli/eumu.png,Stimuli/eimd.png,conf_face,f,0,1.08199,space,1,18,0,18,0,1,0.38266,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/eumu.png,Stimuli/eumu.png,conf_face,j,0,0.55195,space,0,19,0,19,0,1,0.39179,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/eomu.png,Stimuli/eomu.png,conf_face,f,1,1.09145,space,0,20,0,20,0,1,0.366525,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,0,Stimuli/eomu.png,Stimuli/edmd.png,conf_face,j,1,0.201575,space,1,21,0,21,0,1,0.823645,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/eimd.png,Stimuli/eimd.png,conf_face,j,0,0.738895,space,0,22,0,22,0,1,0.37761,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/eimd.png,Stimuli/eumu.png,conf_face,f,0,7.432085,,1,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,conf_face,Designs/instructions_face_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,f,1,0.86895,,1,0,0,0,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,j,0,0.53873,space,0,1,0,1,0,1,0.513055,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,feat_haus,f,1,0.14286,space,0,2,0,2,0,1,0.782645,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/H6sim0.png,Stimuli/H7sim0.png,feat_haus,j,1,0.602865,space,0,3,0,3,0,1,0.386925,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,0,Stimuli/H5sim0.png,Stimuli/H6sim0.png,feat_haus,f,0,1.41512,space,1,4,0,4,0,1,0.35276,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/H7sim0.png,Stimuli/H5sim0.png,feat_haus,j,1,2.238375,space,0,5,0,5,0,1,0.435395,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/H6sim0.png,Stimuli/H8sim0.png,feat_haus,f,0,1.714315,space,0,6,0,6,0,1,0.62999,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,f,1,2.152075,,0,7,0,7,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,f,1,0.778325,space,0,8,0,8,0,1,0.313085,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,0,Stimuli/H8sim0.png,Stimuli/H5sim0.png,feat_haus,f,0,1.401865,space,1,9,0,9,0,1,0.48583,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/H7sim0.png,Stimuli/H6sim0.png,feat_haus,j,1,0.40113,space,0,10,0,10,0,1,0.40882,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,f,1,0.963495,space,0,11,0,11,0,1,0.60318,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,j,0,1.67038,,1,12,0,12,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,feat_haus,f,1,0.163455,space,0,13,0,13,0,1,0.614275,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,0,Stimuli/H8sim0.png,Stimuli/H7sim0.png,feat_haus,j,1,4.599005,,0,14,0,14,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/H7sim0.png,Stimuli/H8sim0.png,feat_haus,j,1,0.3574,space,0,15,0,15,0,1,1.08293,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,feat_haus,f,1,1.64308,space,0,16,0,16,0,1,0.91851,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/H5sim0.png,Stimuli/H7sim0.png,feat_haus,j,1,0.75207,,1,17,0,17,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,f,1,4.93596,space,1,18,0,18,0,1,0.890795,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/H6sim0.png,Stimuli/H5sim0.png,feat_haus,j,1,3.668245,space,0,19,0,19,0,1,0.42917,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,0,Stimuli/H5sim0.png,Stimuli/H8sim0.png,feat_haus,f,0,1.0646,space,1,20,0,20,0,1,0.44718,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,j,0,1.006185,space,0,21,0,21,0,1,0.408235,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/H8sim0.png,Stimuli/H6sim0.png,feat_haus,f,0,1.45257,space,0,22,0,22,0,1,0.70252,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,j,0,1.208485,space,0,23,0,23,0,1,0.36672,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,4,0,1,feat_haus,Designs/instructions_haus_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,f,1,2.306375,space,0,0,0,0,0,1,0.642315,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,j,0,0.45632,space,0,1,0,1,0,1,0.38884,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,0,Stimuli/f142.png,Stimuli/f24.png,feat_face,f,0,0.05091,space,1,2,0,2,0,1,0.3748,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/f131.png,Stimuli/f142.png,feat_face,j,1,0.24342,space,0,3,0,3,0,1,0.42057,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/f24.png,Stimuli/f131.png,feat_face,f,0,1.26446,space,0,4,0,4,0,1,0.399265,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,j,0,0.63528,space,0,5,0,5,0,1,0.373065,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,f,1,2.000535,space,1,6,0,6,0,1,0.344015,,,,,,,
