X Scale,Y Scale,key_resp_10.keys,key_resp_10.rt,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac2_fixResp.keys,prePrac2_fixResp.corr,prePrac2_imgResp.keys,prePrac2_imgResp.corr,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,prac_fix_resp.rt,pTrials_slow.thisRepN,pTrials_slow.thisTrialN,pTrials_slow.thisN,pTrials_slow.thisIndex,pTrials_slow.ran,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_fix_resp_fast.keys,prac_fix_resp_fast.corr,prac_resp2.keys,prac_resp2.corr,pTrials_fast.thisRepN,pTrials_fast.thisTrialN,pTrials_fast.thisN,pTrials_fast.thisIndex,pTrials_fast.ran,prac_resp2.rt,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials.ran,prac_fix_resp_fast.rt,fix_switches,side,trial_type1S0D,target,probe,key_resp.keys,key_resp.corr,key_resp.rt,fix_resp.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fix_resp.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block_type,instruction_text
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H-8sim3.png,Stimuli/H-8sim1.png,f,0,2.31571,,15,0,15,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H-8sim2.png,Stimuli/H-8sim0.png,f,0,1.92437,,16,0,16,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,1,-0.1833376,0,Stimuli/H-8sim1.png,Stimuli/H-8sim3.png,f,0,1.510685,,17,0,17,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H-8sim2.png,Stimuli/H-8sim3.png,j,1,2.6605,space,18,0,18,0,1,0.00245,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,f,1,1.467375,,19,0,19,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H-8sim2.png,Stimuli/H-8sim1.png,f,0,1.60325,,20,0,20,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,j,0,2.283435,,21,0,21,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H-8sim1.png,Stimuli/H-8sim0.png,f,0,1.34611,,22,0,22,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,f,1,3.528285,,23,0,23,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,conf_haus,Designs/instructions_haus_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/f142.png,Stimuli/f142.png,f,1,1.28114,,0,0,0,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/f131.png,Stimuli/f131.png,f,1,2.481925,,1,0,1,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/f15.png,Stimuli/f15.png,j,0,0.96987,,2,0,2,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,1,-0.1833376,0,Stimuli/f15.png,Stimuli/f24.png,f,0,2.43329,,3,0,3,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/f15.png,Stimuli/f131.png,f,0,1.36214,,4,0,4,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/f142.png,Stimuli/f15.png,f,0,3.02617,,5,0,5,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/f24.png,Stimuli/f24.png,j,0,1.71001,,6,0,6,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/f131.png,Stimuli/f142.png,f,0,3.009215,,7,0,7,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/f142.png,Stimuli/f142.png,f,1,1.1695,,8,0,8,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/f131.png,Stimuli/f24.png,j,1,2.520735,,9,0,9,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,1,-0.1833376,1,Stimuli/f131.png,Stimuli/f131.png,f,1,1.532225,,10,0,10,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/f15.png,Stimuli/f142.png,f,0,0.90686,,11,0,11,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/f15.png,Stimuli/f15.png,j,0,1.605315,,12,0,12,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/f24.png,Stimuli/f15.png,f,0,1.149035,,13,0,13,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/f24.png,Stimuli/f24.png,j,0,3.16204,,14,0,14,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/f24.png,Stimuli/f142.png,f,0,2.10366,,15,0,15,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/f142.png,Stimuli/f131.png,f,0,2.33267,,16,0,16,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/f15.png,Stimuli/f15.png,f,1,2.007635,,17,0,17,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,1,-0.1833376,1,Stimuli/f142.png,Stimuli/f142.png,j,0,2.627295,,18,0,18,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/f24.png,Stimuli/f24.png,f,1,1.17731,,19,0,19,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/f142.png,Stimuli/f24.png,j,1,1.30053,,20,0,20,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/f131.png,Stimuli/f15.png,f,0,1.364225,space,21,0,21,0,1,0.234785,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/f131.png,Stimuli/f131.png,j,0,1.6643,,22,0,22,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/f24.png,Stimuli/f131.png,f,0,2.70131,,23,0,23,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,feat_face,Designs/instructions_face_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,f,1,2.225775,,0,0,0,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,f,1,1.46913,,1,0,1,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H7sim0.png,Stimuli/H6sim0.png,f,0,2.42678,,2,0,2,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,j,0,2.34672,,3,0,3,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,1,-0.1833376,0,Stimuli/H8sim0.png,Stimuli/H6sim0.png,f,0,2.577915,,4,0,4,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H5sim0.png,Stimuli/H7sim0.png,f,0,1.945955,,5,0,5,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H6sim0.png,Stimuli/H5sim0.png,f,0,1.66008,,6,0,6,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,f,1,1.119035,,7,0,7,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,f,1,0.964225,,8,0,8,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H5sim0.png,Stimuli/H8sim0.png,f,0,1.892925,,9,0,9,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,f,1,2.14566,,10,0,10,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,1,-0.1833376,0,Stimuli/H5sim0.png,Stimuli/H6sim0.png,j,1,3.11736,,11,0,11,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H7sim0.png,Stimuli/H8sim0.png,j,1,2.01046,,12,0,12,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H7sim0.png,Stimuli/H5sim0.png,j,1,1.896425,,13,0,13,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,f,1,2.079265,,14,0,14,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,j,0,2.14159,,15,0,15,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,f,1,1.30133,,16,0,16,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H6sim0.png,Stimuli/H7sim0.png,j,1,1.59841,,17,0,17,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H8sim0.png,Stimuli/H7sim0.png,j,1,1.162415,space,18,0,18,0,1,0.030295,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H8sim0.png,Stimuli/H5sim0.png,f,0,3.34883,,19,0,19,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,j,0,1.699995,,20,0,20,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,1,-0.1833376,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,j,0,1.476585,,21,0,21,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,f,1,1.23365,,22,0,22,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H6sim0.png,Stimuli/H8sim0.png,f,0,3.257235,,23,0,23,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,feat_haus,Designs/instructions_haus_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/eumu.png,Stimuli/eumu.png,f,1,3.19729,,0,0,0,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/eumu.png,Stimuli/eimd.png,j,1,1.76751,,1,0,1,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/eumu.png,Stimuli/eomu.png,j,1,2.44488,,2,0,2,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/edmd.png,Stimuli/edmd.png,f,1,3.377445,,3,0,3,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/eomu.png,Stimuli/eomu.png,j,0,2.0624,,4,0,4,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/eimd.png,Stimuli/eumu.png,j,1,2.312225,,5,0,5,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,1,-0.1833376,1,Stimuli/eimd.png,Stimuli/eimd.png,f,1,3.048045,,6,0,6,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/eumu.png,Stimuli/eumu.png,f,1,2.328895,,7,0,7,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/eimd.png,Stimuli/edmd.png,j,1,2.99272,,8,0,8,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/eimd.png,Stimuli/eimd.png,f,1,5.83552,,9,0,9,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/eomu.png,Stimuli/eimd.png,j,1,2.795455,,10,0,10,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/edmd.png,Stimuli/eimd.png,f,0,1.46798,,11,0,11,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/edmd.png,Stimuli/eomu.png,f,0,2.22397,,12,0,12,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/eomu.png,Stimuli/eomu.png,j,0,1.30944,,13,0,13,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,1,-0.1833376,1,Stimuli/edmd.png,Stimuli/edmd.png,f,1,1.381775,,14,0,14,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/eimd.png,Stimuli/eomu.png,j,1,1.43762,space,15,0,15,0,1,0.00078,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/eomu.png,Stimuli/eomu.png,f,1,2.39885,,16,0,16,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,1,-0.1833376,0,Stimuli/eomu.png,Stimuli/edmd.png,j,1,1.92378,,17,0,17,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/edmd.png,Stimuli/eumu.png,j,1,0.963745,,18,0,18,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/edmd.png,Stimuli/edmd.png,f,1,1.764575,,19,0,19,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/eumu.png,Stimuli/edmd.png,j,1,1.69894,,20,0,20,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/eomu.png,Stimuli/eumu.png,f,0,1.03166,,21,0,21,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/eimd.png,Stimuli/eimd.png,f,1,3.494145,,22,0,22,0,1,,,,,,,conf_face,
