Block_type,instruction_text,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,X Scale,Y Scale,image_6.started,image_6.stopped,text_8.started,text_8.stopped,image_7.started,image_7.stopped,prac_instr2.started,prac_instr2.stopped,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac1Resp.started,prePrac1Resp.stopped,image_8.started,image_8.stopped,text_9.started,text_9.stopped,image_9.started,image_9.stopped,prac_instr4.started,prac_instr4.stopped,key_resp_10.keys,key_resp_10.corr,key_resp_10.rt,key_resp_13.keys,key_resp_13.corr,key_resp_13.rt,key_resp_13.started,key_resp_13.stopped,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,image.started,image.stopped,text_6.started,text_6.stopped,image_2.started,image_2.stopped,text_7.started,text_7.stopped,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_resp.started,prac_resp.stopped,prac_fix_resp.keys,prac_fix_resp.corr,prac_fix_resp.started,prac_fix_resp.stopped,image_3.started,image_3.stopped,feedback_msg.started,feedback_msg.stopped,prac_fix_resp.rt,fix_switches,side,trial_type1S0D,target,probe,key_resp_3.keys,key_resp_4.keys,key_resp_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_6.keys,key_resp_6.started,key_resp_6.stopped,key_resp_6.rt,key_resp_5.rt,allDone.started,allDone.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,
conf_face,Designs/instructions_face_1234.png,,,,,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,0.0,Stimuli/eimd.png,Stimuli/eomu.png,None,None,None,j,1,0.4464156390167773,None,215.50333650503308,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_face,Designs/instructions_face_1234.png,,,,,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/eimd.png,Stimuli/eumu.png,None,None,None,j,1,1.1795622110366821,None,216.6701038479805,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_face,Designs/instructions_face_1234.png,,,,,0,0,0,0,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/edmd.png,Stimuli/eomu.png,None,None,None,j,1,0.32742858002893627,None,218.5728038030211,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_face,Designs/instructions_face_1234.png,,,,,0,0,0,0,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,0.0,Stimuli/eomu.png,Stimuli/eimd.png,None,None,None,j,1,0.5178346190368757,None,219.62020520097576,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_face,Designs/instructions_face_1234.png,,,,,0,0,0,0,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.17295000000000002,0.0,Stimuli/eomu.png,Stimuli/edmd.png,None,None,None,j,1,0.38981235306710005,None,220.87033810804132,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_face,Designs/instructions_face_1234.png,,,,,0,0,0,0,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/eomu.png,Stimuli/eumu.png,None,None,None,f,0,0.31913909898139536,None,221.98608913295902,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_face,Designs/instructions_face_1234.png,,,,,0,0,0,0,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.17295000000000002,1.0,Stimuli/eomu.png,Stimuli/eomu.png,None,None,None,f,1,0.7856253139907494,None,223.03946428198833,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_face,Designs/instructions_face_1234.png,,,,,0,0,0,0,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,j,0,0.5402248980244622,None,224.5532529830234,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_face,Designs/instructions_face_1234.png,,,,,0,0,0,0,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,1.0,Stimuli/eomu.png,Stimuli/eomu.png,None,None,None,j,0,0.49638018803671,None,225.82008047204,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_face,Designs/instructions_face_1234.png,,,,,0,0,0,0,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.17295000000000002,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,j,0,0.4806668079691008,None,227.03678244701587,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_face,Designs/instructions_face_1234.png,,,,,0,0,0,0,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.17295000000000002,0.0,Stimuli/eimd.png,Stimuli/eumu.png,None,None,None,f,0,0.3499382039299235,None,228.23704676597845,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_face,Designs/instructions_face_1234.png,,,,,0,0,0,0,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,f,1,0.40819622902199626,None,229.3037248379551,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_face,Designs/instructions_face_1234.png,,,,,0,0,0,0,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,0.0,Stimuli/edmd.png,Stimuli/eimd.png,None,None,None,j,1,1.7950789870228618,None,230.43699722294696,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_face,Designs/instructions_face_1234.png,,,,,0,0,0,0,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,1.0,Stimuli/eimd.png,Stimuli/eimd.png,None,None,None,f,1,0.7684018990257755,None,232.970380889019,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_face,Designs/instructions_face_1234.png,,,,,0,0,0,0,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/eumu.png,Stimuli/edmd.png,None,None,None,f,0,0.5833916900446638,None,234.47012013802305,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_face,Designs/instructions_face_1234.png,,,,,0,0,0,0,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/eimd.png,Stimuli/eomu.png,None,None,None,j,1,0.6317923259921372,None,235.7703611489851,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_face,Designs/instructions_face_1234.png,,,,,0,0,0,0,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,1.0,Stimuli/eumu.png,Stimuli/eumu.png,None,None,None,f,1,0.37441666796803474,None,237.12042429903522,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_face,Designs/instructions_face_1234.png,,,,,0,0,0,0,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,1.0,Stimuli/eimd.png,Stimuli/eimd.png,None,None,None,f,1,0.41695532598532736,None,238.2393504929496,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_face,Designs/instructions_face_1234.png,,,,,0,0,0,0,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,1.0,Stimuli/eumu.png,Stimuli/eumu.png,None,None,None,f,1,0.3809978439239785,None,239.40365089394618,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_face,Designs/instructions_face_1234.png,,,,,0,0,0,0,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/eomu.png,Stimuli/eimd.png,None,None,None,f,0,0.5482396209845319,None,240.5036472219508,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_face,Designs/instructions_face_1234.png,,,,,0,0,0,0,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/eumu.png,Stimuli/eimd.png,None,None,None,f,0,0.5668277490185574,None,241.7731388269458,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/H-8sim3.png,Stimuli/H-8sim1.png,None,None,None,f,0,1.1818695119582117,None,272.1039931620471,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,1.0,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,None,None,None,f,1,1.3993799809832126,None,274.02067999204155,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,1.0,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,None,None,None,f,1,0.34031776804476976,None,276.13742945494596,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,0.0,Stimuli/H-8sim1.png,Stimuli/H-8sim3.png,None,None,None,j,1,0.9297870460432023,None,277.2037998860469,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,1.0,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,None,None,None,f,1,0.7304179959464818,None,278.8538053589873,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,0.0,Stimuli/H-8sim0.png,Stimuli/H-8sim1.png,None,None,None,j,1,0.6923439849633723,None,280.3037663489813,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,1.0,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,None,None,None,f,1,0.6503200689330697,None,281.7206968109822,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,0.0,Stimuli/H-8sim0.png,Stimuli/H-8sim2.png,None,None,None,j,1,0.6421702690422535,None,283.0873578309547,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.17295000000000002,1.0,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,None,None,None,f,1,0.640468202996999,space,284.4564994230168,None,0.026205118978396058,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/H-8sim0.png,Stimuli/H-8sim1.png,None,None,None,j,1,0.369640874909237,None,285.8234255190473,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,1.0,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,None,None,None,f,1,0.6289441289845854,None,286.9209348449949,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/H-8sim3.png,Stimuli/H-8sim0.png,None,None,None,j,1,0.41312034998554736,None,288.27087244403083,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.17295000000000002,0.0,Stimuli/H-8sim2.png,Stimuli/H-8sim3.png,None,None,None,j,1,2.2977348379790783,None,289.4040939969709,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,1.0,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,None,None,None,f,1,18.47711818094831,None,292.4234091610415,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/H-8sim3.png,Stimuli/H-8sim2.png,None,None,None,f,0,0.5946352810133249,None,311.6210153589491,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,0.0,Stimuli/H-8sim3.png,Stimuli/H-8sim0.png,None,None,None,j,1,0.3328590990277007,None,312.9401633569505,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,1.0,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,None,None,None,j,0,0.30850898299831897,None,313.98761546693277,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,1.0,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,None,None,None,f,1,0.31075234594754875,None,315.0210731989937,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,1.0,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,None,None,None,f,1,0.8327144290087745,None,316.0710446470184,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,1.0,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,None,None,None,f,1,0.3420494219753891,None,317.6374463259708,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,1.0,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,None,None,None,f,1,0.4700152160366997,None,318.7044109629933,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/H-8sim0.png,Stimuli/H-8sim3.png,None,None,None,j,1,0.43807021994143724,None,319.90683934197295,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,0.0,Stimuli/H-8sim3.png,Stimuli/H-8sim2.png,None,None,None,j,1,0.48002618399914354,None,321.0710483279545,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/H-8sim2.png,Stimuli/H-8sim1.png,None,None,None,f,0,0.5345477979863063,None,322.27101766096894,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/H-8sim2.png,Stimuli/H-8sim0.png,None,None,None,j,1,0.5329151580808684,None,323.537646363955,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/H-8sim1.png,Stimuli/H-8sim2.png,None,None,None,j,1,0.32831462600734085,None,324.78765074000694,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,1.0,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,None,None,None,f,1,0.5010663790162653,None,325.8397535190452,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,1.0,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,None,None,None,f,1,0.29444043908733875,None,327.08893100800924,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.17295000000000002,1.0,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,None,None,None,f,1,0.2828961929772049,None,328.1042362629669,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/H-8sim1.png,Stimuli/H-8sim3.png,None,None,None,j,1,0.46020312095060945,None,329.1042925149668,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.17295000000000002,0.0,Stimuli/H-8sim2.png,Stimuli/H-8sim1.png,None,None,None,j,1,0.3893404449336231,None,330.28759031300433,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,1.0,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,None,None,None,f,1,0.47393769200425595,None,331.4069625750417,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,0.0,Stimuli/H-8sim0.png,Stimuli/H-8sim3.png,None,None,None,j,1,0.358126699924469,None,332.606957298005,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/H-8sim1.png,Stimuli/H-8sim0.png,None,None,None,f,0,0.38334337796550244,None,333.6876298999414,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,1.0,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,None,None,None,f,1,0.2909898429643363,None,334.7877388120396,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,1.0,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,None,None,None,f,1,0.38777165894862264,None,335.80699998303317,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.17295000000000002,1.0,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,None,None,None,f,1,0.3757553370669484,None,336.92096385604236,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/H-8sim0.png,Stimuli/H-8sim2.png,None,None,None,j,1,0.25939162098802626,None,338.0235625540372,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,0.0,Stimuli/H-8sim1.png,Stimuli/H-8sim0.png,None,None,None,f,0,0.43446064298041165,None,339.00452656601556,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,1.0,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,None,None,None,f,1,0.7971260428894311,None,340.1543616260169,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
