Block_type,instruction_text,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,X Scale,Y Scale,image_6.started,image_6.stopped,text_8.started,text_8.stopped,image_7.started,image_7.stopped,prac_instr2.started,prac_instr2.stopped,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac1Resp.started,prePrac1Resp.stopped,image_8.started,image_8.stopped,text_9.started,text_9.stopped,image_9.started,image_9.stopped,prac_instr4.started,prac_instr4.stopped,key_resp_10.keys,key_resp_10.corr,key_resp_10.rt,key_resp_13.keys,key_resp_13.corr,key_resp_13.rt,key_resp_13.started,key_resp_13.stopped,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,image.started,image.stopped,text_6.started,text_6.stopped,image_2.started,image_2.stopped,text_7.started,text_7.stopped,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_resp.started,prac_resp.stopped,prac_fix_resp.keys,prac_fix_resp.corr,prac_fix_resp.started,prac_fix_resp.stopped,image_3.started,image_3.stopped,feedback_msg.started,feedback_msg.stopped,prac_fix_resp.rt,fix_switches,side,trial_type1S0D,target,probe,key_resp_3.keys,key_resp_4.keys,key_resp_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_6.keys,key_resp_6.started,key_resp_6.stopped,key_resp_6.rt,key_resp_5.rt,allDone.started,allDone.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.17295000000000002,1.0,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,None,None,None,f,1,0.24311709601897746,None,341.67120634194,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,0.0,Stimuli/H-8sim2.png,Stimuli/H-8sim0.png,None,None,None,j,1,0.3364628350827843,None,342.6545091680018,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,0.0,Stimuli/H-8sim3.png,Stimuli/H-8sim1.png,None,None,None,j,1,0.3837498299544677,None,343.73795327101834,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,1.0,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,None,None,None,f,1,0.3202225799905136,None,344.83802602102514,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,1.0,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,None,None,None,j,0,1.010609123040922,None,345.88779217598494,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,1.0,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,None,None,None,f,1,0.37265614490024745,None,347.6211373610422,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,0.0,Stimuli/H-8sim1.png,Stimuli/H-8sim2.png,None,None,None,j,1,0.23958599905017763,None,348.73787539394107,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,0.0,Stimuli/H-8sim2.png,Stimuli/H-8sim3.png,None,None,None,f,0,0.5894027820322663,None,349.7071631749859,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/f15.png,Stimuli/f142.png,None,None,None,j,1,0.5556502579711378,None,360.12140974903014,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,1.0,Stimuli/f131.png,Stimuli/f131.png,None,None,None,f,1,0.6621667679864913,None,361.42133433104027,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/f131.png,Stimuli/f142.png,None,None,None,j,1,0.4145364830037579,None,362.8213026849553,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,0.0,Stimuli/f24.png,Stimuli/f131.png,None,None,None,j,1,0.6080102080013603,None,363.95475862000603,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.17295000000000002,1.0,Stimuli/f142.png,Stimuli/f142.png,None,None,None,j,0,0.46370616601780057,None,365.29055236594286,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,1.0,Stimuli/f15.png,Stimuli/f15.png,None,None,None,f,1,0.29626115190330893,None,366.4880238189362,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,0.0,Stimuli/f142.png,Stimuli/f24.png,None,None,None,f,0,0.3220479330047965,None,367.5047712259693,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,0.0,Stimuli/f24.png,Stimuli/f142.png,None,None,None,j,1,0.4181298940675333,None,368.55456651898567,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/f131.png,Stimuli/f24.png,None,None,None,j,1,0.42257405596319586,None,369.70474357297644,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,1.0,Stimuli/f142.png,Stimuli/f142.png,None,None,None,f,1,0.352979113929905,None,370.8548078449676,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,1.0,Stimuli/f15.png,Stimuli/f15.png,None,None,None,f,1,0.27606294793076813,None,371.93820750899613,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,1.0,Stimuli/f24.png,Stimuli/f24.png,None,None,None,f,1,0.3356009360868484,None,372.9381156320451,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/f24.png,Stimuli/f131.png,None,None,None,j,1,0.39312682393938303,None,374.00472304900177,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,1.0,Stimuli/f15.png,Stimuli/f15.png,None,None,None,f,1,0.49415109993424267,None,375.1381363469409,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,0.0,Stimuli/f131.png,Stimuli/f15.png,None,None,None,j,1,0.7199843840207905,None,376.3547472539358,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,1.0,Stimuli/f131.png,Stimuli/f131.png,None,None,None,j,0,0.4844374469248578,None,377.804874875932,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,1.0,Stimuli/f131.png,Stimuli/f131.png,None,None,None,j,0,0.4764583120122552,None,379.0238012820482,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.17295000000000002,0.0,Stimuli/f15.png,Stimuli/f24.png,None,None,None,j,1,0.34915983106475323,None,380.2215871149674,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,0.0,Stimuli/f15.png,Stimuli/f131.png,None,None,None,j,1,0.8439278539735824,None,381.288172716042,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,1.0,Stimuli/f142.png,Stimuli/f142.png,None,None,None,f,1,0.4504890339449048,None,382.8547016979428,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,1.0,Stimuli/f24.png,Stimuli/f24.png,None,None,None,j,0,5.155842074891552,None,384.0213355959859,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,0.0,Stimuli/f15.png,Stimuli/f24.png,None,None,None,j,1,0.27909992705099285,None,389.9049209629884,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/f24.png,Stimuli/f15.png,None,None,None,j,1,0.286646201973781,None,390.90496422804426,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.17295000000000002,1.0,Stimuli/f24.png,Stimuli/f24.png,None,None,None,f,1,0.28300681500695646,None,391.9382646869635,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,1.0,Stimuli/f24.png,Stimuli/f24.png,None,None,None,f,1,0.36761932901572436,None,392.94073199201375,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,0.0,Stimuli/f142.png,Stimuli/f15.png,None,None,None,j,1,0.3353238540003076,None,394.03810663102195,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,1.0,Stimuli/f142.png,Stimuli/f142.png,None,None,None,f,1,0.372048579971306,None,395.1214937289478,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,0.0,Stimuli/f15.png,Stimuli/f142.png,None,None,None,j,1,0.288462745025754,None,396.2213432920398,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/f24.png,Stimuli/f142.png,None,None,None,j,1,0.49727307294961065,None,397.23799972003326,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,1.0,Stimuli/f15.png,Stimuli/f15.png,None,None,None,f,1,0.39452594402246177,None,398.45729199098423,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,0.0,Stimuli/f131.png,Stimuli/f142.png,None,None,None,j,1,0.31999321503099054,None,399.5715868859552,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,1.0,Stimuli/f142.png,Stimuli/f142.png,None,None,None,f,1,0.3452279089251533,None,400.6214214960346,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,1.0,Stimuli/f131.png,Stimuli/f131.png,None,None,None,f,1,0.40764481702353805,None,401.68810841301456,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.17295000000000002,0.0,Stimuli/f142.png,Stimuli/f24.png,None,None,None,j,1,0.3334380940068513,None,402.8216268690303,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,1.0,Stimuli/f15.png,Stimuli/f15.png,None,None,None,j,0,0.291494686040096,None,403.88802458602004,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.17295000000000002,0.0,Stimuli/f131.png,Stimuli/f15.png,None,None,None,j,1,0.367310770903714,None,404.9048772059614,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,0.0,Stimuli/f142.png,Stimuli/f131.png,None,None,None,j,1,0.2688497540075332,None,406.0046957070008,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,1.0,Stimuli/f142.png,Stimuli/f142.png,None,None,None,f,1,0.3306097890017554,None,407.00488753593527,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/f15.png,Stimuli/f131.png,None,None,None,j,1,0.37402074900455773,None,408.0550957940286,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,1.0,Stimuli/f131.png,Stimuli/f131.png,None,None,None,j,0,0.566582557046786,None,409.15511471393984,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/f142.png,Stimuli/f15.png,None,None,None,j,1,0.3167245350778103,None,410.44110535201617,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,1.0,Stimuli/f131.png,Stimuli/f131.png,None,None,None,f,1,0.49521165003534406,None,411.50780714303255,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.17295000000000002,0.0,Stimuli/f131.png,Stimuli/f24.png,None,None,None,f,0,0.37881170597393066,None,412.7215769189643,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,1.0,Stimuli/f24.png,Stimuli/f24.png,None,None,None,j,0,0.4300765640800819,None,413.83838029403705,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,0.0,Stimuli/f24.png,Stimuli/f15.png,None,None,None,j,1,0.48477532796096057,None,414.98828024603426,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,1.0,Stimuli/f24.png,Stimuli/f24.png,None,None,None,j,0,0.6627771289786324,None,416.22180396097247,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/f142.png,Stimuli/f131.png,None,None,None,j,1,0.4589020679704845,None,417.62175692094024,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_face,Designs/instructions_face_1234.png,,,,,0,2,2,2,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,1.0,Stimuli/f15.png,Stimuli/f15.png,None,None,None,f,1,0.28732790099456906,None,418.80751179601066,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_haus,Designs/instructions_haus_1234.png,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,1.0,Stimuli/H8sim0.png,Stimuli/H8sim0.png,None,None,None,f,1,1.7743199409451336,None,423.7885212149704,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_haus,Designs/instructions_haus_1234.png,,,,,0,3,3,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,1.0,Stimuli/H6sim0.png,Stimuli/H6sim0.png,None,None,None,f,1,0.29537514701951295,None,426.2912092850311,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_haus,Designs/instructions_haus_1234.png,,,,,0,3,3,3,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/H8sim0.png,Stimuli/H7sim0.png,None,None,None,j,1,0.47304094198625535,None,427.3051394739887,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_haus,Designs/instructions_haus_1234.png,,,,,0,3,3,3,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,1.0,Stimuli/H7sim0.png,Stimuli/H7sim0.png,None,None,None,j,0,0.3704596800962463,None,428.50489379896317,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_haus,Designs/instructions_haus_1234.png,,,,,0,3,3,3,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,0.0,Stimuli/H6sim0.png,Stimuli/H8sim0.png,None,None,None,j,1,0.4774258389370516,None,429.6050631219987,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_haus,Designs/instructions_haus_1234.png,,,,,0,3,3,3,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0.0,Stimuli/H7sim0.png,Stimuli/H5sim0.png,None,None,None,j,1,0.25839189102407545,None,430.82161595101934,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
feat_haus,Designs/instructions_haus_1234.png,,,,,0,3,3,3,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17295000000000002,1.0,Stimuli/H8sim0.png,Stimuli/H8sim0.png,None,None,None,f,1,0.29301693895831704,None,431.82388592895586,None,,,,,sophie,1,2,2020_Oct_30_1935,configural_featural,2020.2.4,None,
