target,probe,corrAns
stimuli/Spacing_Set/edmd.tif,stimuli/Spacing_Set/edmd.tif,s
stimuli/Spacing_Set/eimd.tif,stimuli/Spacing_Set/eimd.tif,s
stimuli/Spacing_Set/eomu.tif,stimuli/Spacing_Set/eomu.tif,s
stimuli/Spacing_Set/eumu.tif,stimuli/Spacing_Set/eumu.tif,s
