1.5205 	WARNING 	psychopy.parallel has been imported on a Mac (which doesn't have a parallel port?)
16.5567 	EXP 	Created target_image3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='target_image3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
16.5577 	EXP 	Created probe_image3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='probe_image3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
16.9381 	EXP 	Created haus_instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='haus_instructions', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
17.3079 	EXP 	Created target_image4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='target_image4', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
17.3089 	EXP 	Created probe_image4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='probe_image4', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
17.6713 	EXP 	Created sequence: sequential, trialTypes=1, nReps=2, seed=None
17.6715 	EXP 	New trial (rep=0, index=0): None
17.7088 	WARNING 	t of last frame was 3456.82ms (=1/0)
17.7088 	EXP 	face_instructions: autoDraw = True
17.7309 	WARNING 	t of last frame was 22.07ms (=1/45)
17.7523 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
47.4443 	EXP 	Imported trials24.csv as conditions, 24 conditions, 1 params
47.4446 	EXP 	Created sequence: sequential, trialTypes=24, nReps=1, seed=None
47.4448 	EXP 	New trial (rep=0, index=0): OrderedDict([('trialNum', 0)])
47.4677 	DATA 	Keypress: space
47.4945 	EXP 	face_instructions: autoDraw = False
47.4945 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
47.4945 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
47.4945 	EXP 	target_image1: autoDraw = True
47.6519 	EXP 	window1: recordFrameIntervals = False
47.6667 	EXP 	window1: recordFrameIntervals = True
47.9834 	EXP 	target_image1: autoDraw = False
47.9834 	EXP 	probe_image1: autoDraw = True
48.1839 	EXP 	probe_image1: autoDraw = False
48.9028 	EXP 	New trial (rep=0, index=1): OrderedDict([('trialNum', 1)])
48.9109 	DATA 	Keypress: d
48.9168 	EXP 	target_image1: autoDraw = False
48.9168 	EXP 	probe_image1: autoDraw = False
48.9168 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
48.9168 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
48.9168 	EXP 	target_image1: autoDraw = True
49.1025 	EXP 	window1: recordFrameIntervals = False
49.1174 	EXP 	target_image1: autoDraw = False
49.1175 	EXP 	window1: recordFrameIntervals = True
49.4336 	EXP 	probe_image1: autoDraw = True
49.6339 	EXP 	probe_image1: autoDraw = False
50.0194 	EXP 	New trial (rep=0, index=2): OrderedDict([('trialNum', 2)])
50.0272 	DATA 	Keypress: s
50.0337 	EXP 	target_image1: autoDraw = False
50.0337 	EXP 	probe_image1: autoDraw = False
50.0337 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
50.0337 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
50.0337 	EXP 	target_image1: autoDraw = True
50.2175 	EXP 	window1: recordFrameIntervals = False
50.2358 	EXP 	target_image1: autoDraw = False
50.2359 	EXP 	window1: recordFrameIntervals = True
50.5639 	EXP 	probe_image1: autoDraw = True
50.7686 	EXP 	probe_image1: autoDraw = False
51.7693 	EXP 	New trial (rep=0, index=3): OrderedDict([('trialNum', 3)])
51.7807 	DATA 	Keypress: s
51.8024 	EXP 	target_image1: autoDraw = False
51.8024 	EXP 	probe_image1: autoDraw = False
51.8024 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
51.8024 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
51.8024 	EXP 	target_image1: autoDraw = True
51.9858 	EXP 	window1: recordFrameIntervals = False
52.0007 	EXP 	target_image1: autoDraw = False
52.0009 	EXP 	window1: recordFrameIntervals = True
52.3169 	EXP 	probe_image1: autoDraw = True
52.5174 	EXP 	probe_image1: autoDraw = False
53.0203 	EXP 	New trial (rep=0, index=4): OrderedDict([('trialNum', 4)])
53.0282 	DATA 	Keypress: s
53.0334 	EXP 	target_image1: autoDraw = False
53.0334 	EXP 	probe_image1: autoDraw = False
53.0334 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
53.0334 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
53.0334 	EXP 	target_image1: autoDraw = True
53.2192 	EXP 	window1: recordFrameIntervals = False
53.2341 	EXP 	target_image1: autoDraw = False
53.2342 	EXP 	window1: recordFrameIntervals = True
53.5503 	EXP 	probe_image1: autoDraw = True
53.7507 	EXP 	probe_image1: autoDraw = False
54.1513 	EXP 	New trial (rep=0, index=5): OrderedDict([('trialNum', 5)])
54.1601 	DATA 	Keypress: s
54.1671 	EXP 	target_image1: autoDraw = False
54.1671 	EXP 	probe_image1: autoDraw = False
54.1671 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
54.1671 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
54.1671 	EXP 	target_image1: autoDraw = True
54.3526 	EXP 	window1: recordFrameIntervals = False
54.3674 	EXP 	target_image1: autoDraw = False
54.3675 	EXP 	window1: recordFrameIntervals = True
54.6836 	EXP 	probe_image1: autoDraw = True
54.8858 	EXP 	probe_image1: autoDraw = False
55.2027 	EXP 	New trial (rep=0, index=6): OrderedDict([('trialNum', 6)])
55.2123 	DATA 	Keypress: s
55.2168 	EXP 	target_image1: autoDraw = False
55.2168 	EXP 	probe_image1: autoDraw = False
55.2168 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
55.2168 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
55.2168 	EXP 	target_image1: autoDraw = True
55.4027 	EXP 	window1: recordFrameIntervals = False
55.4175 	EXP 	target_image1: autoDraw = False
55.4176 	EXP 	window1: recordFrameIntervals = True
55.7336 	EXP 	probe_image1: autoDraw = True
55.9340 	EXP 	probe_image1: autoDraw = False
56.4847 	EXP 	New trial (rep=0, index=7): OrderedDict([('trialNum', 7)])
56.4919 	DATA 	Keypress: d
56.5004 	EXP 	target_image1: autoDraw = False
56.5004 	EXP 	probe_image1: autoDraw = False
56.5004 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
56.5004 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
56.5004 	EXP 	target_image1: autoDraw = True
56.6841 	EXP 	window1: recordFrameIntervals = False
56.7025 	EXP 	target_image1: autoDraw = False
56.7026 	EXP 	window1: recordFrameIntervals = True
57.0307 	EXP 	probe_image1: autoDraw = True
57.2359 	EXP 	probe_image1: autoDraw = False
57.6846 	EXP 	New trial (rep=0, index=8): OrderedDict([('trialNum', 8)])
57.6914 	DATA 	Keypress: s
57.7004 	EXP 	target_image1: autoDraw = False
57.7004 	EXP 	probe_image1: autoDraw = False
57.7004 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
57.7004 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
57.7004 	EXP 	target_image1: autoDraw = True
57.8859 	EXP 	window1: recordFrameIntervals = False
57.9007 	EXP 	target_image1: autoDraw = False
57.9008 	EXP 	window1: recordFrameIntervals = True
58.2170 	EXP 	probe_image1: autoDraw = True
58.4174 	EXP 	probe_image1: autoDraw = False
59.0209 	EXP 	New trial (rep=0, index=9): OrderedDict([('trialNum', 9)])
59.0299 	DATA 	Keypress: d
59.0526 	EXP 	target_image1: autoDraw = False
59.0526 	EXP 	probe_image1: autoDraw = False
59.0526 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
59.0526 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
59.0526 	EXP 	target_image1: autoDraw = True
59.2359 	EXP 	window1: recordFrameIntervals = False
59.2507 	EXP 	target_image1: autoDraw = False
59.2508 	EXP 	window1: recordFrameIntervals = True
59.5670 	EXP 	probe_image1: autoDraw = True
59.7674 	EXP 	probe_image1: autoDraw = False
60.1545 	EXP 	New trial (rep=0, index=10): OrderedDict([('trialNum', 10)])
60.1624 	DATA 	Keypress: s
60.1669 	EXP 	target_image1: autoDraw = False
60.1669 	EXP 	probe_image1: autoDraw = False
60.1669 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
60.1669 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
60.1669 	EXP 	target_image1: autoDraw = True
60.3527 	EXP 	window1: recordFrameIntervals = False
60.3674 	EXP 	target_image1: autoDraw = False
60.3676 	EXP 	window1: recordFrameIntervals = True
60.6837 	EXP 	probe_image1: autoDraw = True
60.8840 	EXP 	probe_image1: autoDraw = False
61.2527 	EXP 	New trial (rep=0, index=11): OrderedDict([('trialNum', 11)])
61.2612 	DATA 	Keypress: d
61.2667 	EXP 	target_image1: autoDraw = False
61.2667 	EXP 	probe_image1: autoDraw = False
61.2667 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
61.2667 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
61.2667 	EXP 	target_image1: autoDraw = True
61.4526 	EXP 	window1: recordFrameIntervals = False
61.4675 	EXP 	target_image1: autoDraw = False
61.4676 	EXP 	window1: recordFrameIntervals = True
61.7836 	EXP 	probe_image1: autoDraw = True
61.9859 	EXP 	probe_image1: autoDraw = False
62.7014 	EXP 	New trial (rep=0, index=12): OrderedDict([('trialNum', 12)])
62.7087 	DATA 	Keypress: s
62.7174 	EXP 	target_image1: autoDraw = False
62.7174 	EXP 	probe_image1: autoDraw = False
62.7174 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
62.7174 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
62.7174 	EXP 	target_image1: autoDraw = True
62.9027 	EXP 	window1: recordFrameIntervals = False
62.9175 	EXP 	target_image1: autoDraw = False
62.9176 	EXP 	window1: recordFrameIntervals = True
63.2337 	EXP 	probe_image1: autoDraw = True
63.4341 	EXP 	probe_image1: autoDraw = False
63.8545 	EXP 	New trial (rep=0, index=13): OrderedDict([('trialNum', 13)])
63.8625 	DATA 	Keypress: d
63.8670 	EXP 	target_image1: autoDraw = False
63.8670 	EXP 	probe_image1: autoDraw = False
63.8670 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
63.8670 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
63.8670 	EXP 	target_image1: autoDraw = True
64.0528 	EXP 	window1: recordFrameIntervals = False
64.0675 	EXP 	target_image1: autoDraw = False
64.0677 	EXP 	window1: recordFrameIntervals = True
64.3835 	EXP 	probe_image1: autoDraw = True
64.5842 	EXP 	probe_image1: autoDraw = False
65.3215 	EXP 	New trial (rep=0, index=14): OrderedDict([('trialNum', 14)])
65.3295 	DATA 	Keypress: s
65.3342 	EXP 	target_image1: autoDraw = False
65.3342 	EXP 	probe_image1: autoDraw = False
65.3342 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
65.3342 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
65.3342 	EXP 	target_image1: autoDraw = True
65.5192 	EXP 	window1: recordFrameIntervals = False
65.5341 	EXP 	target_image1: autoDraw = False
65.5343 	EXP 	window1: recordFrameIntervals = True
65.8504 	EXP 	probe_image1: autoDraw = True
66.0509 	EXP 	probe_image1: autoDraw = False
67.0531 	EXP 	New trial (rep=0, index=15): OrderedDict([('trialNum', 15)])
67.0583 	DATA 	Keypress: s
67.0667 	EXP 	target_image1: autoDraw = False
67.0667 	EXP 	probe_image1: autoDraw = False
67.0667 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
67.0667 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
67.0667 	EXP 	target_image1: autoDraw = True
67.2511 	EXP 	window1: recordFrameIntervals = False
67.2691 	EXP 	target_image1: autoDraw = False
67.2692 	EXP 	window1: recordFrameIntervals = True
67.5975 	EXP 	probe_image1: autoDraw = True
67.8008 	EXP 	probe_image1: autoDraw = False
68.5046 	EXP 	New trial (rep=0, index=16): OrderedDict([('trialNum', 16)])
68.5125 	DATA 	Keypress: d
68.5169 	EXP 	target_image1: autoDraw = False
68.5169 	EXP 	probe_image1: autoDraw = False
68.5169 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
68.5169 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
68.5169 	EXP 	target_image1: autoDraw = True
68.7190 	EXP 	target_image1: autoDraw = False
68.7192 	EXP 	window1: recordFrameIntervals = False
68.7341 	EXP 	window1: recordFrameIntervals = True
69.0504 	EXP 	probe_image1: autoDraw = True
69.2526 	EXP 	probe_image1: autoDraw = False
69.7865 	EXP 	New trial (rep=0, index=17): OrderedDict([('trialNum', 17)])
69.7932 	DATA 	Keypress: d
69.8005 	EXP 	target_image1: autoDraw = False
69.8005 	EXP 	probe_image1: autoDraw = False
69.8005 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
69.8005 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
69.8005 	EXP 	target_image1: autoDraw = True
69.9858 	EXP 	window1: recordFrameIntervals = False
70.0009 	EXP 	target_image1: autoDraw = False
70.0010 	EXP 	window1: recordFrameIntervals = True
70.3171 	EXP 	probe_image1: autoDraw = True
70.5176 	EXP 	probe_image1: autoDraw = False
71.1204 	EXP 	New trial (rep=0, index=18): OrderedDict([('trialNum', 18)])
71.1280 	DATA 	Keypress: s
71.1336 	EXP 	target_image1: autoDraw = False
71.1336 	EXP 	probe_image1: autoDraw = False
71.1336 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
71.1336 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
71.1336 	EXP 	target_image1: autoDraw = True
71.3193 	EXP 	window1: recordFrameIntervals = False
71.3341 	EXP 	target_image1: autoDraw = False
71.3342 	EXP 	window1: recordFrameIntervals = True
71.6504 	EXP 	probe_image1: autoDraw = True
71.8507 	EXP 	probe_image1: autoDraw = False
72.2196 	EXP 	New trial (rep=0, index=19): OrderedDict([('trialNum', 19)])
72.2280 	DATA 	Keypress: d
72.2335 	EXP 	target_image1: autoDraw = False
72.2335 	EXP 	probe_image1: autoDraw = False
72.2335 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
72.2335 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
72.2335 	EXP 	target_image1: autoDraw = True
72.4177 	EXP 	window1: recordFrameIntervals = False
72.4359 	EXP 	target_image1: autoDraw = False
72.4360 	EXP 	window1: recordFrameIntervals = True
72.7641 	EXP 	probe_image1: autoDraw = True
72.9692 	EXP 	probe_image1: autoDraw = False
73.3701 	EXP 	New trial (rep=0, index=20): OrderedDict([('trialNum', 20)])
73.3764 	DATA 	Keypress: s
73.3837 	EXP 	target_image1: autoDraw = False
73.3837 	EXP 	probe_image1: autoDraw = False
73.3837 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
73.3837 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
73.3837 	EXP 	target_image1: autoDraw = True
73.5688 	EXP 	window1: recordFrameIntervals = False
73.5838 	EXP 	target_image1: autoDraw = False
73.5839 	EXP 	window1: recordFrameIntervals = True
73.9004 	EXP 	probe_image1: autoDraw = True
74.1009 	EXP 	probe_image1: autoDraw = False
74.5867 	EXP 	New trial (rep=0, index=21): OrderedDict([('trialNum', 21)])
74.5945 	DATA 	Keypress: s
74.6003 	EXP 	target_image1: autoDraw = False
74.6003 	EXP 	probe_image1: autoDraw = False
74.6003 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
74.6003 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
74.6003 	EXP 	target_image1: autoDraw = True
74.7856 	EXP 	window1: recordFrameIntervals = False
74.8007 	EXP 	target_image1: autoDraw = False
74.8009 	EXP 	window1: recordFrameIntervals = True
75.1167 	EXP 	probe_image1: autoDraw = True
75.3193 	EXP 	probe_image1: autoDraw = False
76.0213 	EXP 	New trial (rep=0, index=22): OrderedDict([('trialNum', 22)])
76.2969 	EXP 	window1: mouseVisible = True
