trialNum,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,feat_face_loop.thisRepN,feat_face_loop.thisTrialN,feat_face_loop.thisN,feat_face_loop.thisIndex,face_instructions.started,face_instructions.stopped,start_exp_press.keys,start_exp_press.rt,start_exp_press.started,start_exp_press.stopped,target_image1.started,target_image1.stopped,ISI_1.started,ISI_1.stopped,probe_image1.started,probe_image1.stopped,key_resp1.keys,key_resp1.corr,key_resp1.rt,key_resp1.started,key_resp1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,0,14.854717498004902,None,space,3.795077136979671,14.854717498004902,None,18.737084595981287,19.2272768880066,0.2029736900003627,0.5029736900003627,19.2272768880066,19.427683432993945,s,0,1.7220639089937322,19.39434256000095,None,nin,001,2020_Sep_21_2110,config_feat_task,2020.2.4,None,
1,0,0,0,0,0,1,1,1,,,,,,,21.14402312299353,21.345877868006937,0.20373882865533233,0.5037388286553324,21.674366619001376,21.877650221984368,s,0,0.36631127100554295,21.82926874299301,None,nin,001,2020_Sep_21_2110,config_feat_task,2020.2.4,None,
2,0,0,0,0,0,2,2,2,,,,,,,22.227685980004026,22.429254627000773,0.2078926566755399,0.50789265667554,22.757486240996514,22.96107297198614,d,0,0.8725747290009167,22.912766160996398,None,nin,001,2020_Sep_21_2110,config_feat_task,2020.2.4,None,
3,0,0,0,0,0,3,3,3,,,,,,,23.829364136996446,24.335900560981827,0.2055651606642641,0.5055651606642642,24.35772456898121,24.560970214981353,s,0,1.2460202449874487,24.512755579984514,None,nin,001,2020_Sep_21_2110,config_feat_task,2020.2.4,None,
4,0,0,0,0,0,4,4,4,,,,,,,25.77729412599001,25.977682119992096,0.20429492768016644,0.5042949276801665,26.29389771798742,26.49617341798148,s,0,1.1715450179763138,26.462776112981373,None,nin,001,2020_Sep_21_2110,config_feat_task,2020.2.4,None,
5,0,0,0,0,0,5,5,5,,,,,,,27.679374578990974,28.18606665698462,0.20572312467265874,0.5057231246726588,28.20775719199446,28.410997031984152,s,0,0.8836005539924372,28.362703382008476,None,nin,001,2020_Sep_21_2110,config_feat_task,2020.2.4,None,
6,0,0,0,0,0,6,6,6,,,,,,,29.26045534099103,29.460991106985603,0.20199251268059015,0.5019925126805902,29.777261687006103,29.977576228993712,d,0,0.6327478969760705,29.94415480698808,None,nin,001,2020_Sep_21_2110,config_feat_task,2020.2.4,None,
7,0,0,0,0,0,7,7,7,,,,,,,30.593972589005716,30.794250234990614,0.2045409566781018,0.5045409566781018,31.110299496998778,31.312511273979908,s,0,0.5788305610185489,31.27930565000861,None,nin,001,2020_Sep_21_2110,config_feat_task,2020.2.4,None,
8,0,0,0,0,0,8,8,8,,,,,,,31.877074194984743,32.077565018000314,0.2027343276713509,0.502734327671351,32.39380131298094,32.59416246498586,d,0,0.9808653070067521,32.560927982995054,None,nin,001,2020_Sep_21_2110,config_feat_task,2020.2.4,None,
9,0,0,0,0,0,9,9,9,,,,,,,33.5607224740088,33.760788218991365,0.2023278456472326,0.5023278456472327,34.077020199998515,34.27919786298298,s,0,1.5309787029982544,34.24595685998793,None,nin,001,2020_Sep_21_2110,config_feat_task,2020.2.4,None,
10,0,0,0,0,0,10,10,10,,,,,,,35.79375052099931,35.99619751799037,0.20412248565116897,0.504122485651169,36.322574667981826,36.52952331700362,s,0,0.5771894110075664,36.4778126339952,None,nin,001,2020_Sep_21_2110,config_feat_task,2020.2.4,None,
11,0,0,0,0,0,11,11,11,,,,,,,37.07768645900069,37.277906228991924,0.2050801436707843,0.5050801436707844,37.59352801798377,37.79621948199929,s,0,0.42853903098148294,37.762135898985434,None,nin,001,2020_Sep_21_2110,config_feat_task,2020.2.4,None,
12,0,0,0,0,0,12,12,12,,,,,,,38.210361670993734,38.411138917988865,0.20561370864743367,0.5056137086474337,38.72739770298358,38.927834832982626,d,0,0.6246756440086756,38.89443267098977,None,nin,001,2020_Sep_21_2110,config_feat_task,2020.2.4,None,
13,0,0,0,0,0,13,13,13,,,,,,,39.54421765898587,39.74447047198191,0.2027815326291602,0.5027815326291603,40.06054533398128,40.26093506300822,d,0,0.5687848750094417,40.22757241898216,None,nin,001,2020_Sep_21_2110,config_feat_task,2020.2.4,None,
14,0,0,0,0,0,14,14,14,,,,,,,40.84614654799225,41.35256135099917,0.21148635068675503,0.5114863506867551,41.374278208997566,41.57756062099361,s,0,0.5496983359917067,41.52958272199612,None,nin,001,2020_Sep_21_2110,config_feat_task,2020.2.4,None,
15,0,0,0,0,0,15,15,15,,,,,,,42.11105702898931,42.310955911001656,0.199922608648194,0.499922608648194,42.62713691699901,42.82752960899961,s,0,0.973480307002319,42.79421944898786,None,nin,001,2020_Sep_21_2110,config_feat_task,2020.2.4,None,
16,0,0,0,0,0,16,16,16,,,,,,,43.7940594109823,43.99422945900005,0.1999892896565143,0.4999892896565143,44.31043710099766,44.510865375981666,d,0,0.7544770980020985,44.47767621499952,None,nin,001,2020_Sep_21_2110,config_feat_task,2020.2.4,None,
