target,probe,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,start_instructions.started,start_instructions.stopped,target_image.started,target_image.stopped,probe_image.started,probe_image.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,ISI.started,ISI.stopped,participant,session,date,expName,psychopyVersion,frameRate,
stimuli/Featural_Set/f131.tif,stimuli/Featural_Set/f24.tif,d,0,0,0,2,11.01212418297655,None,12.315323646995239,12.812295087001985,12.834476581978379,13.036350561975269,d,1,1.8974865300115198,12.988734134996776,None,0.20954999834066257,0.5095499983406626,m,001,2020_Sep_20_2127,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f15.tif,stimuli/Featural_Set/f15.tif,s,0,1,1,0,,,14.903047138999682,15.103796043986222,15.420596563984873,15.62008730697562,s,1,0.5573026749771088,15.587237130996073,None,0.20113326769205742,0.5011332676920575,m,001,2020_Sep_20_2127,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f142.tif,stimuli/Featural_Set/f15.tif,d,0,2,2,7,,,16.169878957996843,16.370519668998895,16.68710001098225,16.8871668339998,d,1,0.5467467980051879,16.853840262978338,None,0.2027695886499714,0.5027695886499715,m,001,2020_Sep_20_2127,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f142.tif,stimuli/Featural_Set/f131.tif,d,0,3,3,9,,,17.420278826000867,17.620571185980225,17.9371546379989,18.137121353996918,s,0,0.8358548030082602,18.103832942986628,None,0.2050787326588761,0.5050787326588762,m,001,2020_Sep_20_2127,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f131.tif,stimuli/Featural_Set/f131.tif,s,0,4,4,8,,,18.971282494982006,19.172262423002394,19.50373584398767,19.705561248993035,d,0,0.5917104879918043,19.67237541198847,None,0.21619769767858088,0.5161976976785809,m,001,2020_Sep_20_2127,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f142.tif,stimuli/Featural_Set/f142.tif,s,0,5,5,1,,,20.28714867698727,20.487204652978107,20.803620670980308,21.003944493975723,s,1,0.7663571489974856,20.9704993259802,None,0.20592264665174298,0.505922646651743,m,001,2020_Sep_20_2127,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f131.tif,stimuli/Featural_Set/f15.tif,d,0,6,6,4,,,21.753401850990485,21.95560925497557,22.28447001997847,22.48699537999346,d,1,1.1975062410056125,22.439276436984073,None,0.2018443566339556,0.5018443566339557,m,001,2020_Sep_20_2127,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f142.tif,stimuli/Featural_Set/f24.tif,d,0,7,7,5,,,23.653508321993286,23.85544307497912,24.184236151981167,24.388815524987876,s,0,5.570279498992022,24.337012592994142,None,0.20303203765070066,0.5030320376507007,m,001,2020_Sep_20_2127,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f24.tif,stimuli/Featural_Set/f24.tif,s,0,8,8,6,,,29.93810072497581,30.13718827799312,30.454015291994438,30.65349595999578,d,0,1.3165207600104623,30.620363075984642,None,0.1993100476975087,0.4993100476975087,m,001,2020_Sep_20_2127,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f24.tif,stimuli/Featural_Set/f15.tif,d,0,9,9,3,,,31.95356223199633,32.15396035197773,32.48458745397511,32.68735948798712,s,0,3.2358668109809514,32.63907216498046,None,0.20418508767033927,0.5041850876703393,m,001,2020_Sep_20_2127,configural_featural,2020.2.4,None,
