trialNum,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,feat_face_loop.thisRepN,feat_face_loop.thisTrialN,feat_face_loop.thisN,feat_face_loop.thisIndex,conf_haus_loop.thisRepN,conf_haus_loop.thisTrialN,conf_haus_loop.thisN,conf_haus_loop.thisIndex,conf_face_loop.thisRepN,conf_face_loop.thisTrialN,conf_face_loop.thisN,conf_face_loop.thisIndex,feat_haus_loop.thisRepN,feat_haus_loop.thisTrialN,feat_haus_loop.thisN,feat_haus_loop.thisIndex,face_instructions.started,face_instructions.stopped,start_exp_press.keys,start_exp_press.rt,start_exp_press.started,start_exp_press.stopped,target_image1.started,target_image1.stopped,ISI_1.started,ISI_1.stopped,probe_image1.started,probe_image1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,haus_instructions.started,haus_instructions.stopped,start_run2.keys,start_run2.rt,start_run2.started,start_run2.stopped,target_image2.started,target_image2.stopped,probe_image2.started,probe_image2.stopped,ISI_2.started,ISI_2.stopped,target_image3.started,target_image3.stopped,probe_image3.started,probe_image3.stopped,ISI_3.started,ISI_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
2,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,d,0,0.22328787902370095,49.64297349000117,None,,,,,,,48.95814311201684,49.15800701704575,49.4876729210373,49.69148763502017,0.1996563426218927,0.4996563426218927,,,,,,,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
3,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,d,0,0.12307077797595412,50.57476424402557,None,,,,,,,49.891236533003394,50.091580862004776,50.40754670300521,50.608258290041704,0.20196968264644966,0.5019696826464497,,,,,,,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
4,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,s,0,0.22527870401972905,51.40805107302731,None,,,,,,,50.72475751902675,50.92493436904624,51.240779814019334,51.44159362302162,0.20565106463618577,0.5056510646361858,,,,,,,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
5,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,d,0,0.07720954500837252,52.35506530100247,None,,,,,,,51.65763642301317,51.85836381203262,52.17430021101609,52.39131689199712,0.2006587567157112,0.5006587567157113,,,,,,,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
6,0,0,0,0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,s,0,0.11013101600110531,53.15828724001767,None,,,,,,,52.476664954039734,52.983120648015756,53.004713881004136,53.2083530400414,0.21155803964938968,0.5115580396493897,,,,,,,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
7,0,0,0,0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,d,0,0.05149793700547889,53.97662422800204,None,,,,,,,53.29162793100113,53.491676013043616,53.83312563505024,54.04157674004091,0.21152424666797742,0.5115242466679775,,,,,,,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
8,0,0,0,0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,s,0,0.07293022703379393,54.74340941203991,None,,,,,,,54.05727259104606,54.25836358504603,54.57443385000806,54.77656945300987,0.20722038066014647,0.5072203806601465,,,,,,,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
9,0,0,0,0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,d,0,0.02166030096122995,55.52668309904402,None,,,,,,,54.84143620100804,55.0417586590047,55.38501368102152,None,0.20796273363521323,0.5079627336352133,,,,,,,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
10,0,0,0,0,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,d,0,0.17169448401546106,56.2766945050098,None,,,,,,,55.59342404699419,56.09165307204239,56.09165307204239,56.29173917300068,0.19917491864180192,0.4991749186418019,,,,,,,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
11,0,0,0,0,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,d,0,0.028208765026647598,57.159992494038306,None,,,,,,,56.47506827802863,56.676586560031865,57.00465979304863,None,0.20956442464375868,0.5095644246437587,,,,,,,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
12,0,0,0,0,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,s,0,0.30059065599925816,57.893177602032665,None,,,,,,,57.20809257501969,57.40824112104019,57.72454474301776,57.926605292013846,0.20913775666849688,0.5091377566684969,,,,,,,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
13,0,0,0,0,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,d,0,0.0618624470080249,58.90839551604586,None,,,,,,,58.22484467702452,58.425074524013326,58.741398400045,58.94173038203735,0.20686537557048723,0.5068653755704873,,,,,,,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
