runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,feat_face_loop.thisRepN,feat_face_loop.thisTrialN,feat_face_loop.thisN,feat_face_loop.thisIndex,trialNum,face_instructions.started,face_instructions.stopped,start_exp_press.keys,start_exp_press.rt,start_exp_press.started,start_exp_press.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,14.209594343003118,None,space,2.432821493013762,14.209594343003118,None,,,,,,,
