target,probe,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,start_instructions.started,start_instructions.stopped,target_image.started,target_image.stopped,probe_image.started,probe_image.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,ISI.started,ISI.stopped,participant,session,date,expName,psychopyVersion,frameRate,
stimuli/Featural_Set/f24.tif,stimuli/Featural_Set/f15.tif,d,0,0,0,3,12.550738505000481,None,16.10844740201719,16.30866380900261,16.655641156015918,16.858410410000943,d,1,1.0629041290085297,16.810227094014408,None,0.7042014983308036,1.0042014983308036,m,001,2020_Sep_20_2138,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f142.tif,stimuli/Featural_Set/f131.tif,d,0,1,1,9,,,18.3753324529971,18.575349630991695,18.92231377400458,19.125417902017944,d,1,0.878465990012046,19.076984315004665,None,0.7022034546534996,1.0022034546534997,m,001,2020_Sep_20_2138,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f24.tif,stimuli/Featural_Set/f24.tif,s,0,2,2,6,,,20.460469881014433,20.675364280992653,20.991668193018995,21.19202612101799,s,1,0.5588152830023319,21.158822052006144,None,0.7037761916581076,1.0037761916581076,m,001,2020_Sep_20_2138,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f142.tif,stimuli/Featural_Set/f24.tif,d,0,3,3,5,,,22.227065412997035,22.442083845002344,22.7583633850154,22.95872185600456,d,1,0.44365123799070716,22.925461708015064,None,0.7033935176732484,1.0033935176732485,m,001,2020_Sep_20_2138,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f15.tif,stimuli/Featural_Set/f15.tif,s,0,4,4,0,,,23.875535817001946,24.07693371400819,24.422273642005166,24.625436069007264,s,1,0.554975534992991,24.577054919995135,None,0.7047681386466138,1.0047681386466139,m,001,2020_Sep_20_2138,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f131.tif,stimuli/Featural_Set/f15.tif,d,0,5,5,4,,,25.642128541017883,25.8420705049939,26.189017340017017,26.392259268992348,d,1,0.50676401599776,26.343866045004688,None,0.7009940036514308,1.0009940036514309,m,001,2020_Sep_20_2138,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f142.tif,stimuli/Featural_Set/f142.tif,s,0,6,6,1,,,27.37708254501922,27.592250812012935,27.90842308101128,28.108889062015805,s,1,0.8777733560127672,28.075398715009214,None,0.7157116056769155,1.0157116056769155,m,001,2020_Sep_20_2138,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f131.tif,stimuli/Featural_Set/f24.tif,d,0,7,7,2,,,29.458810979005648,29.65878951299237,30.005771952011855,30.208804749010596,d,1,0.4249220209894702,30.160443275992293,None,0.7023200776893646,1.0023200776893646,m,001,2020_Sep_20_2138,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f142.tif,stimuli/Featural_Set/f15.tif,d,0,8,8,7,,,31.093788614001824,31.292170166008873,31.6390950139903,31.842191253002966,d,1,0.9951080220052972,31.793788465991383,None,0.7005067036661785,1.0005067036661786,m,001,2020_Sep_20_2138,configural_featural,2020.2.4,None,
stimuli/Featural_Set/f131.tif,stimuli/Featural_Set/f131.tif,s,0,9,9,8,,,33.29390609101392,33.508584524010075,33.82515004099696,34.027129169000546,s,1,0.5156877969857305,33.99391450299299,None,0.7053800836729351,1.0053800836729352,m,001,2020_Sep_20_2138,configural_featural,2020.2.4,None,
