start_instructions.started,start_instructions.stopped,target_image.started,target_image.stopped,fix_cross.started,fix_cross.stopped,probe_image.started,probe_image.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.559025345020927,None,13.802770448994124,14.019268689007731,13.983953079994535,14.283822697994765,14.283822697994765,14.485611865005922,s,7.833873941999627,14.485611865005922,None,m,001,2020_Sep_20_1955,configural_featural,2020.2.4,None,
